Term,IntClust 1,IntClust 2,IntClust 3,IntClust 4ER+,IntClust 4ER-,IntClust 5,IntClust 6,IntClust 7,IntClust 8,IntClust 9,IntClust 10
Interleukin-7 signaling,1.3526008667534895,3.781074758815079,0.14954725166115465,0.20544910509189224,0.3179357230072339,0.1984600545715474,0.23156702868567716,0.7090567753370415,0.520765711519818,0.0019895312851992623,0.12738437326829272
PRC2 methylates histones and DNA,5.0,3.6049834997593977,1.2142191810604053,4.0126933077235885,1.463016699582764,0.3450614635142259,1.353110080759824,1.3865160694714245,0.04654837260864305,1.2398541595452577,0.3737802497909802
Senescence-Associated Secretory Phenotype (SASP),4.214578869451355,3.576954776159154,0.48328632913845837,1.0324082308083162,0.868108809088771,0.4962701376759277,0.9401222499998915,0.8128261071179091,0.2702436609784089,0.4575659952086299,0.4243556943393444
B-WICH complex positively regulates rRNA expression,5.0,3.5592260091987225,0.9629162776982478,5.0,1.9235472667189029,0.4340361085951709,1.2987346006534481,1.8165668256865515,0.08788413951763412,1.4264255448850423,0.590617293203367
Elastic fibre formation,1.1438318131752563,3.5344024254736905,0.7359398456023902,1.0742344775735433,1.4250737766200756,0.4673375383581185,0.5133652738545402,1.5537119439464393,1.3866070972586875,1.259807810925758,0.1410215384989624
RNA Polymerase I Transcription,5.0,3.5035258590006206,0.7191306595797649,3.1871021107743642,1.9974295702115035,0.29668709097397317,1.5216641262730404,0.43605552710977863,0.22267427447580687,1.4868112359236139,0.4219325687854297
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,5.0,3.480044763151098,0.6435864011861728,3.4243345940730143,1.8516895677267349,0.36280608611449827,1.1515170891922526,0.8810609765986988,0.19986363867978288,1.1587296158036344,0.08129551879248655
Pre-NOTCH Transcription and Translation,5.0,3.45885546408116,0.9418110190851499,2.4077769052240945,0.7022591427088912,0.19058797440565256,0.8322206623077992,1.0557075228576764,0.06635291292949945,0.673285950637886,0.42343519369995336
Non-integrin membrane-ECM interactions,1.0725705740448412,3.3911036798143166,1.009420354733877,1.11002192053994,1.2271582447758456,0.6681554790237834,0.8514666246169894,0.6362677406686645,0.30265699319407596,1.215951124754041,0.17712281467391044
Transcriptional regulation of granulopoiesis,5.0,3.2854700984014036,0.6085947552901895,1.5109317898858547,0.917318814772816,0.2712783907855233,0.8141917732612018,0.7413711311418989,0.11287259645183173,1.0673044404692533,0.25159746378460296
NOTCH3 Intracellular Domain Regulates Transcription,0.32947213811003434,3.1790147674871165,0.42283067598893526,0.21290453099213427,0.796638975936984,0.3565697443143785,0.9362182464528649,0.7988130764539169,1.4087366331003284,0.23052648552228905,0.9572888080306984
RNA Polymerase I Promoter Escape,5.0,3.145591012000167,0.8470797195712296,3.742653236818065,2.0952248053418625,0.15431016080480697,1.7319882253628631,0.9664287053113277,0.19536907916906637,1.4239900859186687,0.27395578848256436
Depurination,5.0,3.075474175580047,0.8221703146232199,1.4105292695763207,1.661944182672953,0.396545409409352,2.1943140839840862,1.2302234443002933,0.1264728167444468,1.2189434890277688,0.03202676555614707
HCMV Late Events,5.0,3.07255943657283,1.5565681833545861,3.8220433284969824,2.3175799007838838,0.4975993003999801,1.7709164453844235,1.125657420614116,0.1218917517516919,1.0979026061702095,0.5532837793513745
Molecules associated with elastic fibres,1.1650714681478427,3.0187177756146673,0.7411810722314531,1.1109218677141486,1.5007534391647854,0.5019291618676228,0.37816843520800203,1.2626407973500269,1.4314287358034297,1.1987000147334128,0.04003205826404021
RMTs methylate histone arginines,5.0,3.0029235084314356,0.9748019852287605,2.8185575459742647,2.2199043724735,0.45645044521785316,1.9452810776255833,0.6519587082289533,0.07361157194712911,1.2783664992100015,0.29054139342619356
DNA strand elongation,4.550493774848264,2.9970566781485886,5.0,5.0,1.761314077522124,1.6237504087088965,1.7259691020554098,2.6966669366481097,1.9370911338903027,5.0,3.781697888295223
Extension of Telomeres,5.0,2.9970566781485886,5.0,5.0,3.2289295699225753,0.20672858268468633,2.0437374103615102,0.8151176386596116,0.5561820864823458,2.576600249124827,3.584734583308769
Condensation of Prophase Chromosomes,5.0,2.9032205952392087,1.4084555850906675,4.95086650596675,2.0863095862902505,1.014014014615168,1.707609357199361,2.692470190943239,0.09496975850665049,1.4570665447202549,0.49567859939738035
HCMV Early Events,4.809799436249012,2.9002611665342877,0.9668477204495985,3.489814562443251,1.346736934530202,0.44011536049633404,1.2738084479125447,3.072068743418165,0.12025720203071578,0.4167297885634765,1.540913269456919
Cleavage of the damaged purine,5.0,2.845315655069767,0.6851093237362829,1.516579978068574,1.5353891449992998,0.3312656183612138,2.2226037234719636,1.473415000782114,0.09898944660282323,1.2729048899870956,0.020693656922540975
NoRC negatively regulates rRNA expression,5.0,2.8054341046745237,0.6717833875938752,3.688800429100103,2.224022235427831,0.29054115574303063,1.7107203624930893,0.6301505150655117,0.20207079340976938,1.4219160141933813,0.3889601605755259
Activation of HOX genes during differentiation,5.0,2.7420107359754367,0.3496330586467223,1.4755969607306394,2.0949264236867706,0.4765044660394233,1.7978065443296216,0.8736312261355902,0.20594278711472472,0.8499731008538063,0.1121459475833821
Collagen chain trimerization,1.0831904455049057,2.7314487563291703,0.9769886641006085,1.093800548964527,1.3912838351195083,0.778685081306153,1.3897148253518088,0.6832345917130788,0.45110180632224445,1.1941603575253055,0.16494730884748984
Activation of anterior HOX genes in hindbrain development during early embryogenesis,5.0,2.7274476172398425,0.35422238537453643,1.5116205080277134,1.824628828492682,0.4640139627502584,1.7126401537984708,1.2213442168004538,0.19212003896968313,0.7750990261503181,0.1116053916749005
RNA Polymerase I Promoter Clearance,5.0,2.7260271924841737,0.9057109218944603,3.2521021334915345,1.8999233555827817,0.19549565734612276,1.417991188034944,0.42276666657163264,0.220727628235579,1.636513324950019,0.4511874869598951
Chondroitin sulfate biosynthesis,1.1931650263353386,2.718492774586916,0.2839643085559992,1.1012882025080224,1.3341032761235943,0.4098991720342087,0.6272195167899668,0.7139904711363578,1.0975021527232367,1.1686215064415781,0.18099966306225604
EPH-ephrin mediated repulsion of cells,1.1405496990028319,2.714127969184466,0.29813432037623894,0.48976999768437,1.2253782266489162,1.6744607299640115,0.8426652178068356,1.7866191715720712,0.314345616625519,0.6134014564298971,1.061692086519177
Laminin interactions,1.1620809189768877,2.7131745231771434,0.9263490313040145,1.116540505827395,1.358398337603763,0.1397855820336547,1.9563062817068428,0.8514862824292271,0.28726509244891174,1.1783041289591019,0.08801977897969303
"Base-Excision Repair, AP Site Formation",5.0,2.707094706453262,0.67230905703491,1.633393253300135,1.4031279310197529,0.29083978034160846,2.177791379055601,0.7923927927716921,0.039900428329719906,1.0978622898164383,0.07048352839179377
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,0.6691048724439875,2.7069730382967294,0.1053451655714469,0.6445487142456313,1.3927036916429345,0.388331942329558,1.2253083370237199,0.6414536520404418,0.5474009418629583,0.7162506357683692,0.020612796767215953
HATs acetylate histones,5.0,2.696629272775097,0.38651659538610933,1.7511659964896513,2.206229679827399,0.2871398375019083,1.6706757212994654,0.23575994679915652,0.8899132742055544,0.749081862084334,0.11165090543783751
Lagging Strand Synthesis,2.831695037878422,2.6290798928539942,5.0,5.0,2.2958763595531884,0.14992592631657128,1.0096438835247876,1.2192033976722698,0.3560622186910936,1.0269513673627628,2.1733643285194866
Amyloid fiber formation,4.76767623034343,2.5781903231714614,0.20220591552747189,0.6055591091301851,0.7104054376798438,0.16214699973208818,0.6632660587817363,0.8460932163522523,0.20103926292201996,0.13628395216339018,0.08794233733828324
Syndecan interactions,1.1849831611804804,2.5757762286736114,0.7451433339958146,0.6462353587540082,0.8378088940985657,1.2147554761555583,0.2542724232978963,1.1812025012921734,0.06758774306286942,1.1977393597335506,0.11126137187784926
Degradation of the extracellular matrix,1.0212372085876003,2.5697761915320307,0.9401940906571474,1.1250424010111277,1.4210198507354765,1.4002413513757561,0.989929093481796,1.4512287590408475,0.8322121912109709,1.0046248787797465,0.3870457676421921
ECM proteoglycans,1.0678090863724612,2.564431656067904,0.9125332953730289,1.1289683153045864,1.475317820324568,0.9623382083089674,0.9696710514958995,0.876984677941537,0.3340600919326449,1.05970876373534,0.2787749242691738
Dectin-2 family,0.8774536060214723,2.5139030304120653,0.19171228916400107,0.9067433902797796,1.497738811887419,0.46431859223656513,2.7889862326096724,2.4451442916667636,0.9498355842486622,1.1433089451732632,0.6541714062987776
Collagen degradation,1.1221432676060317,2.505598867623486,1.0100820336229355,1.0940637137511997,1.4650671925078915,1.7560066990605712,0.5822681034488261,1.633919050094352,1.9386975885506843,1.1087840281238757,0.16205771149964354
Regulation of TLR by endogenous ligand,0.9363678718857373,2.4514735104585603,0.5038353952616809,0.45006636837808506,1.502451362499367,1.2934527860936438,1.7637821710213888,2.860663542600939,1.538250098999007,0.7510299058429992,1.8627265940217173
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,5.0,2.411640608119665,0.822619606979033,2.216301311732086,0.874112917715937,0.13036401635122108,1.8725243304483654,0.5776048631578,0.06882436229654841,0.704361088351071,0.15747112329435786
Recognition and association of DNA glycosylase with site containing an affected pyrimidine,5.0,2.367961347228385,0.6472582881738577,1.4113990694532537,1.9760205780371929,0.3368533528916761,2.059301221459789,0.7740144916751736,0.08745811429177337,1.0232615806652952,0.08822965188483207
Packaging Of Telomere Ends,5.0,2.361711393141325,0.7026524223117597,1.437930082366512,1.8017080442559532,0.38896052784106533,2.231449130699868,1.3182236148875108,0.050514150581181846,1.2239398716416845,0.03537429626247482
Interleukin-10 signaling,1.1877680029983497,2.35531487217409,0.30036254782620603,1.1091784788958368,1.431349895622877,0.6047317547494231,5.0,3.5496352001059823,3.920717421014837,1.2193263741913354,5.0
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",5.0,2.343844164373245,0.3656354297694386,2.507584117803046,5.0,0.17102334779074216,2.070585322834407,0.14210537470530818,0.19957507825012827,0.7942229434853608,0.22736163641868876
G1/S Transition,5.0,2.3158154407730014,5.0,5.0,2.0959716576014205,1.6180042983699108,2.201899398748239,3.0851203110487555,3.782414722848556,2.313839722628971,5.0
Processive synthesis on the lagging strand,2.2671154410434196,2.2838462346979598,3.075427136947249,3.647827876809208,2.160711053228325,0.052286568242214865,0.8748061678483813,0.5443765079940678,0.14018718250864406,0.8380829588130603,0.8962420911997885
Diseases of glycosylation,1.1572857000844035,2.2764185775715697,0.9989273407107837,1.0974285900634673,1.5038751572619957,0.905258950750249,0.7194468904344147,0.4773975322515735,0.12069051530945522,1.19376799127172,0.2169356179987093
Pre-NOTCH Expression and Processing,5.0,2.2696689069353306,0.8351040383774005,1.2637195431752608,0.7248782451601302,0.19484223629957945,0.7087115690892772,0.9258548479797359,0.2330898501935348,0.7486072659922413,0.3531358312614491
Adherens junctions interactions,1.0294423293306012,2.268839884679092,0.1685951279458103,0.2634215901479124,0.5761210788915895,0.665373781922687,0.26133869035570084,0.47523498220883664,0.054502953392940985,0.3098002094798483,0.07350589134037488
Complex I biogenesis,3.0861493668596176,2.2666782095609457,0.38742612255129133,1.9162630310482385,5.0,0.1093402600944569,1.6761559773763333,0.1165250611172816,0.1459470382427952,0.42365960266936853,0.15706256077018046
Respiratory electron transport,5.0,2.2352958439531143,0.4402479020128265,2.4096550375488515,5.0,0.15969524946381275,2.175085485679676,0.25529479707102454,0.1987062447625632,0.9163073629529691,0.1856763746480753
Negative epigenetic regulation of rRNA expression,5.0,2.208844300088715,0.8446264746556819,3.1948165315491828,2.2421755327074075,0.2949671559646031,1.43184315026392,0.794403241191482,0.159537317208994,1.2755063913209024,0.39208349862884356
Telomere C-strand (Lagging Strand) Synthesis,3.3109618259846467,2.2086862625832593,5.0,4.690265167358377,2.6306825484947307,0.27101999136437055,1.398360933431232,0.9074101650173634,0.5835353027805107,1.7440407517721062,3.2341201596298
Polymerase switching,3.015488410081612,2.1908767041647015,2.699203164197959,5.0,2.1518534878704414,0.06266264708474586,1.7559335106195555,0.5517943609697172,0.4290986765364866,1.6748349043310404,1.5847329615997656
rRNA processing in the nucleus and cytosol,1.640201481296194,2.185578536989505,0.5054173509634188,1.4428055321618178,2.0254118540139863,0.4631436596489037,0.2725169339499693,2.7583895063230273,0.6965494526650174,1.2222934906717806,2.838535307835597
TP53 Regulates Transcription of Death Receptors and Ligands,0.8682715326461724,2.1782792982480053,0.09326680118879348,0.08282451634090583,0.14800039601053047,0.2293248095547034,1.7013146526121556,0.09890699258409838,0.3472210075700968,0.2855045223367476,0.0940949182080209
Metal sequestration by antimicrobial proteins,0.7051363346914016,2.1629408924805285,1.1066031354269763,2.4542978174504575,1.048282287019918,1.2932952183702766,1.5300526353773027,1.59827543204743,0.7387327007510247,0.07059318931311663,1.2318591706565252
Transcriptional regulation by small RNAs,5.0,2.131091215169934,2.3699262654522726,5.0,2.3424086843638245,0.6779484695959551,1.8684952843245626,2.4880740787622675,0.21905124790433192,2.0252896939150387,1.6864370165311746
Major pathway of rRNA processing in the nucleolus and cytosol,1.4780258255058127,2.129734206911736,0.42393518237120015,1.3271511364776765,1.7781489349452309,0.7130215306246069,0.2608260253981349,3.1082153572405877,0.9044912136019854,0.9125675847379602,3.239579785029216
Meiotic recombination,5.0,2.108012566978523,1.1925405360435926,3.6449421885717195,1.999477118156002,0.4856327403786282,1.4457081940400989,0.8517002589322419,0.09890775906893778,1.0724259345981633,0.3653978705721119
Cleavage of the damaged pyrimidine,5.0,2.106464100338505,0.6825064605805037,1.235647359066885,1.9727674206394712,0.386529950568303,2.085046595414808,0.6602565991141026,0.08654612770298785,1.0143570253315746,0.08813664643744237
PKMTs methylate histone lysines,3.69239002817933,2.102385700078564,0.9215338015764541,3.030248945528088,0.42255206527188305,0.16180022512205106,1.277941050436833,1.494497449197828,0.12278133377727563,0.45025770021055933,0.6538484346244932
Type I hemidesmosome assembly,1.1414633871725295,2.1023463219803484,0.4590777756366098,0.604665549273951,0.9501607913381042,0.01052273943015105,2.3650905089602565,1.3112410333879154,0.2322562819767908,0.7463757164536511,0.6299275804251759
Depyrimidination,5.0,2.0508151285047966,0.6572592187357624,1.4127035773061545,2.092481409589702,0.4044039785468445,2.0767740694488177,0.8456512469817199,0.06419912124446045,0.9651269694385439,0.0811383660640491
Mismatch Repair,0.9434482671689622,2.0298491915448964,0.8925264343677594,1.1949688967140852,1.1424636481583061,0.1360776749191339,0.9214557290348333,0.1825260653966958,0.04927965408547792,0.10520193661376699,0.2636220914477281
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),1.0974699611440917,2.0006909628036826,0.9653705793028261,1.702111752092854,1.4289108554023924,0.12909872567535693,0.7684041090507221,0.13044862653768313,0.1086921810569065,0.12151429176200061,0.25506072503635857
HCMV Infection,5.0,1.9979882907559232,0.9586877749784126,2.129588303756791,1.4757083183972552,0.4761851484897133,1.475038546454235,1.7374083710247061,0.20309943790178056,0.6708942545764066,0.6625842719601234
S Phase,4.0766751556786875,1.9970566781485888,4.582945692523674,5.0,2.0020438999617576,1.5963847604167296,2.2363920079575967,4.190002578457806,2.4245842610143065,2.5836051506934856,3.790298060057141
Crosslinking of collagen fibrils,1.1555364791587661,1.992967898116887,0.5552549894036862,1.0181234456231802,1.2603467789374165,0.43950333135185576,1.9929941537291984,0.5022355547511861,0.6971086293912986,1.2102487993158295,0.037567761136713125
Synthesis of DNA,5.0,1.9908963694437702,5.0,5.0,1.6579421115966466,1.4915496981566614,2.1791380296908733,5.0,3.3367019323805174,2.642879406830104,5.0
Recognition and association of DNA glycosylase with site containing an affected purine,5.0,1.9837779518714835,0.8924041507399585,1.493945254906867,1.9327327900770108,0.35027409980496876,2.2106033249867307,1.2626148941232076,0.0975542548907155,1.2082605745577448,0.01806593064156449
PCNA-Dependent Long Patch Base Excision Repair,3.877551220515855,1.977461122085208,3.0182100242195236,4.133962666591089,2.38102055257449,0.49679794984255987,0.7709643795956888,0.8937677499504987,0.5542583838418256,1.2602506150401138,2.5059737578960126
Polymerase switching on the C-strand of the telomere,3.343571038744734,1.9707277394262397,2.8050279965860474,5.0,2.3250039188630907,0.05012585310959269,1.6573142683668742,0.8050219325526337,0.4683216137726307,1.8837636937579627,1.301249918772026
DNA Damage Bypass,3.8747033776430286,1.9512991875879135,1.822219289871622,2.225698704295699,1.9965944003887852,0.3609279390653222,1.390905818437269,1.1696356500275644,0.6418478842812353,1.1296026603689915,1.877772808569285
Defective CHST3 causes SEDCJD,0.8873835195023798,1.9438020563127787,0.06442009610412207,0.1743131288972435,0.5207285410792892,0.27528717049550583,0.44284627267503696,0.7941828778664686,1.0032269696294718,0.3599756533665648,0.4152212372232912
Removal of the Flap Intermediate,2.035282470520462,1.9330393733652698,2.4452140239234095,3.7060594345416087,1.6375660840912938,0.08718460776101847,0.7752950671147192,0.7076661681184786,0.21417122965607502,0.6891503577446385,0.8908826466466992
Keratan sulfate degradation,0.777547258931593,1.9297326260729981,0.5280923550559263,1.048543537155507,0.7132259087038357,0.07431253747387474,0.2579851493028471,0.19150319298354912,0.23164743887642372,1.1625156331694593,0.17237858762775252
rRNA processing,1.6678610490891481,1.927672556012243,0.6074158121757615,1.7584419361590151,1.9477381602566344,0.5652284702315753,0.23097116342659532,2.3783074941974167,0.6916522875881052,1.216314267022644,2.694489570199651
Metalloprotease DUBs,5.0,1.9095018232692005,0.2828571813208687,0.6409942142020234,0.6592572715217321,0.13937148508424999,0.619552987252404,1.0190676216415075,0.026066193774179968,0.0655101097982861,0.3104349953314282
DNA Replication,4.802438336602643,1.8847070688483094,5.0,5.0,1.3381649781358627,1.3864886186167265,2.203298568276577,5.0,3.382000095048663,2.571205217238121,5.0
Resolution of Abasic Sites (AP sites),2.823289864764652,1.8831133258417518,3.150939005254075,4.2456731374656345,2.2955580784968737,0.16314570970865433,1.3149018244550101,0.09618467918832063,0.08297536681643396,1.4257670855681956,1.1913580233896721
Leading Strand Synthesis,3.3222260049058385,1.8658771557701233,2.6616928610919794,5.0,2.4153060013767127,0.07840804620308776,1.8441948760851328,0.6324012649946988,0.376224709062265,1.7526471946779032,1.9295103261440356
Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS),0.457547003501094,1.8475075566259322,0.4823705069745371,0.24199442346133615,0.0290701440326271,0.25321367163518926,0.7556067609495942,0.6213440174319321,0.20432455159270332,0.3027559301257391,0.024166062055785163
Glycosaminoglycan metabolism,1.1330708939727443,1.8409724300535129,0.7116535121321665,1.0827865040572227,1.4258555850794568,0.7984513710020464,0.2594273249648322,0.5576957476890487,0.6913732929620705,1.2139076196892378,0.17136631209329384
Formation of the cornified envelope,1.180573379559749,1.8253500142103203,0.7950564674298066,0.5420182749401565,0.1635098049986198,1.742305421383183,1.8063274096453126,0.8164968550789374,0.9044168049523731,0.0518875328032428,1.6779760083876272
Defective GALNT12 causes colorectal cancer 1 (CRCS1),0.3934175261460088,1.821731416623028,0.4576105608394959,0.07452523400836726,0.19879616639864586,0.36070323067822285,1.0018885142863134,0.7759214868935377,0.09246718533738603,0.6150780896843129,0.10738556290024051
EPHA-mediated growth cone collapse,1.035799683745071,1.8179868421478502,0.2768710686284708,0.3692044277578731,0.3032761266283877,0.3864796681052153,1.0003081204583655,1.2561153877429965,0.08313920649740679,0.720831885220963,0.48389341150985643
Oxidative Stress Induced Senescence,5.0,1.812591810261144,0.646940988680843,1.82700862548007,0.9869274385131017,0.43898550868088165,0.7601365499900286,1.059072360791905,0.2580104153658097,0.5439705631077452,0.37330733146082123
Mitotic G1 phase and G1/S transition,4.547165831499337,1.8080004419285398,4.571664682113984,3.3051465911520266,1.0438236172811013,1.505830177489138,1.7681358006911398,4.409727634444307,3.170809413614363,2.330101668329026,5.0
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),1.1114194022142587,1.8007941838760968,0.9614443904269404,1.0880285249519641,1.4969613045543138,0.5558531996924723,0.9346516639238415,0.4389848456209904,0.49900375240757433,1.144588017700827,0.6180300226729314
Diseases associated with O-glycosylation of proteins,1.1601479222836457,1.7600349844434344,0.9143821350442078,1.1052519458182775,1.1857691523269,0.04578180790009212,0.7600113206577002,0.3133093227249452,0.06918984126004114,1.2697626752181932,0.18424545184088234
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,0.3428577371710386,1.7545174622810464,0.1417083472121221,0.05259183364278867,0.6042321813312833,0.19563994639701623,0.5970575530185828,0.44863176011605677,0.5172362400409328,0.06200623205379999,1.4013884898464148
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,0.03495999123318055,1.753582922618582,1.3599840099805902,0.1494281430243779,1.5044977517343137,0.3547243076542639,1.8146045390899983,1.0979067017447748,1.908909818607725,0.21597292396082954,1.7944266376851097
"Defective B4GALT7 causes EDS, progeroid type",1.1507173304484264,1.7522712009648744,0.18011964747128745,0.13052820693088726,0.1612371229302379,0.671968970017112,0.14526806344144808,0.06671136226077896,0.00893207004408068,0.057250959240926054,0.12671446497483252
Processive synthesis on the C-strand of the telomere,1.2211667614996011,1.7397781903476839,2.278771441508969,2.276552561148642,1.5465367847494838,0.14029760850495354,0.42169504313038647,0.3972104689858119,0.09278291622348375,0.5115353528475375,0.7044809338032907
Gap-filling DNA repair synthesis and ligation in TC-NER,2.1281505267720338,1.7273407451530096,0.870645170914921,2.5958439547540153,5.0,0.1703503727943585,2.1681734912633464,0.11546192297034451,0.10791415762107284,1.1215518747470832,0.5970088521912224
A tetrasaccharide linker sequence is required for GAG synthesis,0.6292722073378819,1.7031151576852352,0.14252774189865902,0.07312049267085147,0.12991872507290675,0.7571619222537371,0.33416689154585083,0.16132486232021065,0.03613263028729499,0.09046874196274528,0.14413654860383243
Cell-Cell communication,1.1543810659389013,1.700907599785803,0.7758598643146563,1.1016086502105424,1.5022955282438994,0.6015332147976343,0.9693995704720779,1.3344209023278768,0.6276717997969831,1.2118271631027653,0.4975953571245764
Defective B3GALT6 causes EDSP2 and SEMDJL1,1.1838001686701238,1.6991566149666077,0.1647925817667646,0.1746960394888487,0.12536026569215317,0.5770010987981388,0.5042502727138515,0.13747017395544725,0.02897927219882695,0.056892048225034735,0.0813892995307967
Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC),0.4004935336287416,1.6760090924891362,0.40852840869549945,0.16403422668600978,0.08535375469820226,0.2762019613635372,1.2388010592800587,0.4146795258481858,0.19364872159027985,0.44417090273032955,0.024983187769050525
EPH-Ephrin signaling,1.1802288024478675,1.6725097350822447,0.28408200102081604,0.3610034612035013,1.1619675391624722,1.7591139899625996,0.511273081631088,3.5699194829965712,0.539413073701318,0.9100815647486535,1.4070121952201873
Signaling by NOTCH3,0.8316869679869493,1.6712626574646747,0.20197592967529673,0.6738457508375264,0.6165226565302115,0.31233673341423324,0.626379840911391,0.8576860232267832,0.4071696884697526,0.34874987542426117,0.8040242660668995
Defective B3GAT3 causes JDSSDHD,0.9162504796659963,1.6706999925845103,0.12863897755086323,0.0687063461772189,0.1788531862782839,0.682527476760673,0.07300798490790762,0.12442469169283023,0.010578180456180348,0.0419124795090889,0.08798253874920788
Gene Silencing by RNA,5.0,1.6684265202371213,1.3983148510728205,4.695064050240146,1.7764133722326478,0.6245737669102425,1.672538349165798,1.7340319118080592,0.11090147132591203,1.201809068355735,1.3100231682801728
Epigenetic regulation of gene expression,4.798710464083399,1.6678000663507286,0.732937729580282,3.808573325067664,1.5977785422443969,0.7603673515590635,0.9905464198650488,0.8604206944745781,0.20359956884187935,1.096859195245645,0.8080795699969192
G2/M Transition,2.932273939300955,1.6383605785747783,2.0148768682838707,3.427023732583795,1.6920486467841938,1.7009660206225345,1.9040424123089668,1.2613775056902374,0.5822825253749898,1.2315861286055514,2.0871822253854546
rRNA modification in the nucleus and cytosol,2.948740124826468,1.614214528079108,1.778125013802511,5.0,1.7545228036134155,0.31547789684803185,0.2968180248847968,1.8469296417443224,0.4918694971547853,1.5878974813631122,3.9490152230433995
Prostanoid ligand receptors,0.4927520146274924,1.610996483541921,0.48264687785044397,0.9852997444532675,1.187434403475111,0.279111460438847,0.4316691967766255,0.4239721910570901,0.8463897116004142,0.27307129463094515,0.025166354725029687
Negative regulation of activity of TFAP2 (AP-2) family transcription factors,0.1380338991151999,1.6101022503287188,0.15357453173300134,0.5026270593313381,0.8735198748345345,0.4355102143023135,0.31687181133079434,0.028163440745015034,0.06401105376245152,1.1197663553212933,0.024169255687441514
O-linked glycosylation,1.1017288027860548,1.6062261171504937,0.7147613813445476,1.0726179003977383,1.031101770441373,0.25692805135906505,0.5599093183954572,0.692994797979302,0.08723580267251212,1.210020268098931,0.1698789497195145
