,Cluster 1 p-values,Cluster 1 q-values,Cluster 10 p-values,Cluster 10 q-values,Cluster 2 p-values,Cluster 2 q-values,Cluster 3 p-values,Cluster 3 q-values,Cluster 4ER+ p-values,Cluster 4ER+ q-values,Cluster 4ER- p-values,Cluster 4ER- q-values,Cluster 5 p-values,Cluster 5 q-values,Cluster 6 p-values,Cluster 6 q-values,Cluster 7 p-values,Cluster 7 q-values,Cluster 8 p-values,Cluster 8 q-values,Cluster 9 p-values,Cluster 9 q-values
Evasion of Oncogene Induced Senescence Due to p16INK4A Defects,0.5337401608372158,0.46759532824743716,4.450320108639704,4.312488303879851,4.185860900433627,2.828093540701699,1.167007018755079,1.0488553536564793,2.1335321898125224,1.983745233549757,1.3856135513357155,1.2322643510526834,2.811071334134957,2.4742659536656815,1.971913397354364,1.56519519089541,0.3834405654976999,0.3680958865879776,33.20281169881274,32.17380467668994,16.055311783672046,14.118714273330632
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,2.4080312747622274,2.0951136889461157,12.880248808637791,12.623003474486037,2.6991198199099924,1.876465661875413,32.93800722425565,31.560717724821245,7.930791630853627,7.541866289131312,1.981138098315012,1.774582263615393,0.4410952182147124,0.4123120015500531,0.836378800456338,0.6779325404985654,0.7815551494665296,0.7087759864435291,8.438845603990494,8.093312700675577,15.97460479273919,14.055736049358204
Creation of C4 and C2 activators,0.3186470292242036,0.3152836475975956,2.505347294241553,2.408908174639925,0.31227314640279646,0.30551028705292166,1.9437950515666607,1.7542893558227124,24.456455306258928,23.43190262556238,0.7816168800361133,0.7036066906970081,14.220229900381252,13.175262754864729,8.615408684544601,6.533748337331742,0.5909495430449846,0.5417817733378779,22.311365739044753,21.552064188897386,15.936762116409762,14.034926712327557
HIV elongation arrest and recovery,4.526081930343664,4.048122269027897,39.911938892297286,39.337069217973465,2.0554205851745593,1.4571135219888112,1.485594564378372,1.3361031470735258,10.921640786463287,10.40623574442762,17.245117444616707,15.8421225449474,0.633645444636886,0.5675006120471073,3.5692852220164544,2.7788157473532764,14.010604385925387,12.936833682558659,3.0350943421900163,2.855323044926507,15.622338734251572,13.736893746357538
Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD),0.6079470189623787,0.5254023912881458,75.33627515423254,74.38307838207166,1.4236459802709196,1.0293652756174576,2.094822601020642,1.8862405053425482,2.9377541205887545,2.7477259455477414,1.8621353238087364,1.665900502961564,1.0985312651447001,0.9522775716128865,2.8860168872083847,2.2646898116455603,16.570803232539664,15.295387165644867,9.76406750109188,9.384472112015944,15.348248533922598,13.478597813211795
Activation of Na-permeable kainate receptors,1.78321068906247,1.5274772606392395,4.010894910182403,3.8844178562996725,0.5663250463796959,0.45822631423307497,40.44365692728984,38.65832709227907,0.9894973008973635,0.9167181378743631,1.287823574359301,1.14274127595951,4.139288899182353,3.6875841217704592,2.4396832555252845,1.9344495093428558,9.622439769485748,8.945117506701312,3.5885590736813793,3.3893530133184413,15.216637054615513,13.362226300461447
Defective CHST3 causes SEDCJD,6.136014658917157,5.551599666687102,4.79761631322752,4.65077573517139,0.4894484411000975,0.40968048042626615,4.126687660494562,3.772248244111561,6.5417880571839255,6.199490997868232,0.45955775693423717,0.4285312786606097,0.6345539909113392,0.5675255125701821,1.9358250541343687,1.541222579520363,13.109115215785259,12.1403910499316,24.83629923722491,24.009448964596725,15.145529321015013,13.305841823681654
Proton-coupled neutral amino acid transporters,2.3169806321358584,2.0132377514262823,2.0101349209585453,1.9235195477745688,1.6644614009016792,1.194607973868481,0.3238596115463899,0.31965129875462717,9.72655553628716,9.276034123318333,0.49938356880099427,0.4594007709806836,0.7584858989643417,0.6693067964823283,0.4488591833391706,0.3887681772636354,17.042930391927513,15.743154979173273,11.576055981434887,11.14742672330019,15.118186180823324,13.292739122604575
Phase 0 - rapid depolarisation,2.9860373409438723,2.615189292468419,7.777988921884412,7.58633599941192,0.5659930113870072,0.45816277661023863,19.66357811662152,18.697017382902658,37.696128378617104,36.29839771894016,3.408547776286949,3.097776979231244,2.8752063330431255,2.53198720441736,1.9360439204834943,1.541222579520363,4.152545442751025,3.837037623718421,32.42319855399598,31.416019969368858,14.711659491192627,12.90000071745951
Choline catabolism,5.029985630582563,4.509056895873616,74.18685061137953,73.2447902053366,1.519079197406554,1.0943650480440121,1.5967871410677632,1.4389436493981513,6.398367095736173,6.062470281459994,0.5101196120303042,0.46862221451909375,0.7084437303472892,0.6291787164371415,1.5013979193125429,1.196159610856799,5.040023951890011,4.680822486897084,3.5843256034544293,3.3857815774908864,14.6469674797906,12.86112071085824
Alternative complement activation,6.808173879217856,6.158818080054788,11.067107794060757,10.838080459817277,0.3506592475623144,0.3283167216708852,7.2512836616933525,6.728265294331149,10.274566360112102,9.794081723765832,5.765282274745456,5.313577497333561,21.543694230279733,20.005036728610357,0.532453473113073,0.44583809992909645,11.559480731655004,10.745099099586414,20.712683747968814,20.018089018882087,14.646450545869007,12.86112071085824
Adenosine P1 receptors,1.3549598465453654,1.153761606166643,24.778285155523427,24.3944572253936,0.5365228037438169,0.4388229028136771,0.4498574091247576,0.42520411622947457,1.0320801025441277,0.9550711689382043,16.95344702946597,15.581120949563115,2.9960623943857945,2.636860929392868,0.3267315624249847,0.31742076389660967,3.0601998483466653,2.8089708110220917,3.5845019420649153,3.3857815774908864,14.63198027660804,12.860291109783386
PTK6 Down-Regulation,3.6294508318271967,3.2124625822012707,3.1854341578596572,3.0754512818384847,2.411077428206768,1.661295042312806,2.66013460579008,2.402738470815998,0.9668091522798816,0.8952662396843207,0.6897192231204354,0.6216291151957526,3.2970002238463336,2.9116493424823164,0.934626393295279,0.7535861558100792,15.992051984878689,14.761603063500417,1.1576578893649565,1.0781414748793932,14.594289452359067,12.860291109783386
Muscarinic acetylcholine receptors,0.5683047420588944,0.4925441406775167,0.327120742746057,0.3246006516405326,0.6914841625460308,0.5351439416120463,0.42275291070745635,0.4017310989060436,4.151219192907938,3.905924245950005,0.3035365085884085,0.3026981019923042,6.476074924472679,5.854747848909855,2.0488830582024553,1.6269439628946858,1.024705551489852,0.928004887476885,0.34312622606834936,0.33891791327658655,14.593257543860506,12.860291109783386
RHO GTPases activate KTN1,0.9432415664319949,0.7996190827912467,68.18381419520101,67.32488733988198,0.32035535077211874,0.3104003474121053,0.6167873768285611,0.5657395414931495,1.5912131424043072,1.4766201661524168,3.706315690011658,3.3816184257455855,0.49740817016584116,0.4577500320766158,4.5820600943080185,3.5812216877119143,0.3686134944309225,0.35521681297464225,2.762580833599451,2.599891607062276,14.587066895698916,12.860291109783386
Spry regulation of FGF signaling,10.61994041391677,9.668619646754648,12.395160744093353,12.145422848085701,0.5018183675057075,0.417342860828856,2.697988533440988,2.4380846327244385,0.5154293658928233,0.48998946429138374,0.40612131482500363,0.3833376568673042,2.4788470755954912,2.172338280182281,1.04732832261676,0.8415135337545995,0.3427467959363705,0.3355682113092471,2.384897995768525,2.2382111187070772,14.586035254809909,12.860291109783386
phospho-PLA2 pathway,1.4765829143866311,1.2566841753416653,37.07418564587112,36.52675421989424,3.36293018862977,2.308763391914979,2.6124267014786695,2.3608240774799594,1.859640086068472,1.7255312373514926,0.7468658264353746,0.6716035549789009,4.439521939135906,3.959037302789635,0.7667192476529867,0.6230967640122387,3.155757342791782,2.897374615195765,21.182623966483632,20.466788110117356,14.380475441106972,12.665726680381912
Downstream signaling of activated FGFR2,0.6277741947024106,0.540560561909048,8.663033391825275,8.461169055484838,2.9207570277809487,2.0205887830662075,45.92920077525696,43.691573269251556,8.14673168531319,7.7521292106991835,14.625684809184724,13.515701933163552,0.9479627124244905,0.8234425729395886,0.9551872861094193,0.7696763306540202,9.680585815530046,8.999260810291934,7.640029257320337,7.314889512647262,14.293065139044188,12.594402610898822
The IPAF inflammasome,1.504683600132563,1.2812965332417758,58.019285188348185,57.25877893706245,1.5347271598073193,1.104972785805254,23.931431417621702,22.839931947294545,1.2053241580853642,1.1156304886214672,0.3892045024503395,0.3701562614964512,2.863106374073937,2.5208093147582433,0.7538610252237243,0.6122740735137545,11.559480731655004,10.745099099586414,38.3123584841561,37.10949308440992,14.287962072553944,12.594402610898822
Formation of tubulin folding intermediates by CCT/TriC,8.070768777817797,7.301734731152598,4.898851642415824,4.751129247849825,4.325112263770442,2.9273816040934935,9.585120709905866,8.976732857987555,8.309396005272388,7.907987088431637,8.211043973361027,7.599243180641341,0.3327479073569753,0.32450356886519194,1.396396869558559,1.116217012867698,0.5989400910533278,0.5495377577532098,21.56380345230015,20.83470566526604,14.258383128127873,12.575042831654438
FRS-mediated FGFR2 signaling,0.8795761697764853,0.7489435387115568,34.36989600991382,33.86866500618507,1.509245712516651,1.0878595065030368,2.8355506476690078,2.5691216518774436,4.014895801540702,3.777991517154401,15.77692639589232,14.531999651145423,4.094577642789379,3.648172796015384,0.718735375224551,0.5849115901751106,10.319149084005257,9.586671556319764,1.0327722938460542,0.9634458024700864,14.213566105210974,12.54021002964414
Biological oxidations,0.4389885367441786,0.3983476962784539,61.703427739538455,60.89716399769205,1.607819200969946,1.1561144235580516,26.042625156939284,24.878104749269315,16.645229059995692,15.897794217557719,4.106676704114555,3.753183463447644,1.9550159823341255,1.7075052423966326,0.39668747796219683,0.35878017620834957,0.7197226257359757,0.6555242142503265,17.703646917393407,17.094408341438317,14.162727474545372,12.499131236267694
snRNP Assembly,10.409021936229221,9.474230226751068,15.353056981102965,15.066443014406694,0.31442937946690985,0.3061748671281156,1.9439207778813263,1.7542893558227124,24.677282051308175,23.639226900207984,21.232164860500582,19.43387004832545,6.49034201342594,5.8675436585274,1.9452494257929274,1.5448946222898303,0.5883496261220886,0.5397583373457676,21.515387335049706,20.78964319002318,14.097793426283742,12.443742505912294
Regulation of FZD by ubiquitination,0.3272675100212269,0.3203017626842753,0.42765650526507487,0.4157689151129445,1.2163962416967267,0.8881464465223201,8.27710125047425,7.713875557314134,9.8844729094893,9.42647747073001,2.437814388468257,2.1939903810431653,2.4433510082338623,2.1414826059737764,9.403003902717712,7.165376396712316,1.6820932850168073,1.5343708904508078,6.1257112430712946,5.837066910442743,13.929093127847478,12.284382233730174
Asparagine N-linked glycosylation,0.6764725539048494,0.5818598481535472,4.259951357048389,4.126193773525798,1.3815814967618032,0.9972465093859343,26.835836651645355,25.649361668087337,6.930167260320344,6.575253981935172,13.43164153227284,12.437052074953737,7.772569027207888,7.074969945717173,3.1016041518427344,2.417252691974437,8.045858346093983,7.478012455297121,0.31919681793311006,0.31814855654582247,13.823569625834608,12.188002111157173
MAPK targets/ Nuclear events mediated by MAP kinases,1.4774701175947877,1.2572238039159012,55.416512984381704,54.684035456696215,0.6069832196095531,0.4854047122167414,1.5164402313185805,1.3645788518874,1.1042244545061404,1.0216798268319074,0.49824222734159196,0.45881344995582446,0.48282748499588735,0.44592631937456867,7.6560558850957845,5.844397111362668,1.3386564224437532,1.2183002120941202,2.4789417341258613,2.32737730819815,13.724961368384784,12.098348696360276
Apoptosis induced DNA fragmentation,11.492111846449216,10.476333090060175,17.960133085231714,17.640710717576006,0.3698856683782695,0.33637814502879704,0.3298143443905152,0.32387046091859495,15.310422582740454,14.623023429790152,2.40779790257908,2.165439869480649,1.7348289562603576,1.5128405845621353,0.5524279783931907,0.45807556301941527,5.894746700108674,5.4793962694517635,0.32097114632677665,0.31971292869565937,13.664080131816288,12.052809502556892
FMO oxidises nucleophiles,1.5028899794615627,1.2798530089072704,1.958343191715602,1.873004030093261,2.879147407213429,1.9904734491891956,0.531461726588464,0.4934065754882708,2.1077711132694175,1.9606367952752024,0.7008209697088892,0.6312487671626312,0.377773421740343,0.3600359297147304,4.98064224205677,3.8865499611513306,2.763834937286466,2.528548388337877,24.783219772481743,23.957772714262994,13.653614910975115,12.052809502556892
Negative regulation of TCF-dependent signaling by DVL-interacting proteins,3.2726473736816715,2.884746311872602,72.45004084548071,71.53806581004763,0.8260707787247158,0.61681115641638,0.5083139757542117,0.4741273365792521,14.924573257229406,14.249238615680483,3.540795362103797,3.2248543315820015,0.9416211938349578,0.8177423378360512,1.5906539053833404,1.265956641117268,2.340312077680443,2.1330818725318075,24.88198452656463,24.053726491012053,13.653614910975115,12.052809502556892
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,7.851419175105459,7.105153357696985,63.80954249126459,62.98966338728478,1.2770538298033627,0.926671215147107,18.35349299040583,17.436357959833845,21.557467045183618,20.631593400233974,3.8685118588391654,3.5339743398257117,2.5858603566088187,2.269485682035115,0.5944694247663631,0.4920846482570855,12.708669717774608,11.779250792060315,14.626624253698717,14.128700916239705,13.637178070886934,12.0446451884347
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),0.8577006903914626,0.7315037361520454,11.81187611861707,11.572435271848205,2.1724276748356863,1.5290539332151503,20.172043160035184,19.1836140114209,32.222705093819464,31.0097000627224,3.4968127297250535,3.1818592066891576,3.0772891698189015,2.708893383544481,1.886086879972249,1.4976739801759407,17.57944367629286,16.246379667128732,21.783533136348613,21.0465079809124,13.585942085495441,12.01185553168626
LDL remodeling,0.6481928338732694,0.557468197796071,5.416774463681873,5.261932327992925,4.071567592320337,2.7675960649724867,13.305885139567277,12.574537117022755,5.933142975766665,5.61065137638328,23.93189670577478,21.715980802756263,0.5572439354855675,0.5050169126706228,0.503534790121422,0.42802342517839304,5.500001509472563,5.107988753217453,21.380581449559635,20.661467883432124,13.5859420759972,12.01185553168626
vRNP Assembly,6.286005620852929,5.690182612953646,11.723281324688559,11.48492939068883,5.977609879916836,4.112462236834261,7.806160716563393,7.259467259297472,0.994847158537561,0.921324552567985,1.8773175183002055,1.6804241765051744,1.2870569850947509,1.120082929757514,0.3055951302472895,0.3032856061674189,4.610403575554528,4.272231771885981,3.9681848174617556,3.752091151981815,13.580476256733082,12.01185553168626
Ribosomal scanning and start codon recognition,1.3839224182446586,1.1773665835450395,3.0995078318558806,2.991140436241426,2.2147477974626186,1.5401472038026283,0.5296095192884694,0.4917828841008904,12.087741923161392,11.526808026780861,0.3644650231852934,0.3499871998166706,3.132258335473391,2.7599322555705377,0.5569662219805727,0.4620930697555558,23.325302259451345,21.564796008165608,40.211226462951004,38.927841466384926,13.516958922941681,11.96046535179596
FGFR2 ligand binding and activation,0.3937219823479685,0.36627918181497804,10.306615614279321,10.08706417191972,1.2986068013506356,0.9430603384218937,1.49547549391136,1.344800712163447,1.0757797913740874,0.9955083008097592,20.223936883897913,18.50918812317285,1.9307194657088464,1.6875443645173436,1.8488026782011013,1.466492377391647,11.491151979117163,10.680848259469013,13.427051246140124,12.950615357811829,13.502590009167184,11.96046535179596
Negative feedback regulation of MAPK pathway,0.5112810285407631,0.45070880969366384,97.57044806794595,96.1779186019548,0.3474561500877381,0.3271328993139286,20.137755467784835,19.15338517564742,30.653703392514657,29.47990944071573,1.4390133083033858,1.2802653501869687,1.5000986913409773,1.3048497834754562,2.159404741288374,1.7118277089663283,1.2156003650805562,1.1037251353816788,2.7769055010127603,2.6129963453534857,13.500608720061958,11.96046535179596
Activated NTRK2 signals through FRS2 and FRS3,0.6612931173469955,0.5690174279000592,17.011473558116027,16.701130848312236,0.8877231761400491,0.6601127908921759,3.291146510060722,2.9951132462012575,6.205684039991237,5.876541552864489,0.3977246877688736,0.37640130167891955,1.5851234917274093,1.3775557082625904,2.0164532804137996,1.6049005771092288,25.823798774842142,23.887201264500728,2.00650294795925,1.876368063405973,13.49912285346534,11.96046535179596
Signaling by NODAL,2.562188112463422,2.2343839761089366,2.2521232906147475,2.159847601167811,0.7183993100355298,0.5520399674433882,2.4740035190832916,2.2349259466826616,14.395656794762724,13.742548968099351,2.151273457221717,1.9282364866674249,6.578398881808265,5.951786209783756,1.338394738924477,1.0708040095416367,0.758825718757693,0.6904806842557029,20.82263296953066,20.118608074197372,13.488229123540046,11.95675020649779
Defective LARGE causes MDDGA6 and MDDGB6,1.5531394587171377,1.323046370608998,17.978093899712345,17.658234396154704,1.350770628868345,0.9774563927214254,4.622555723755639,4.2346546619465695,16.013669364503592,15.290146679471029,1.163268328196681,1.0300141097625206,5.39187758835395,4.861820258446489,0.6437506411834623,0.5288849525320903,0.400563661329054,0.3836978092987989,9.78753140624888,9.40622992002057,13.445194634158552,11.920777571603784
Nicotinamide salvaging,2.26431195000039,1.9674840047700486,0.4973973108743813,0.4783490699204931,1.1092429052680635,0.8119658377462968,0.7419868143863065,0.6753540104172094,2.907600114025393,2.7195136463107974,8.699965496841585,8.052890761278482,0.7994316678411645,0.7019454242074791,2.629818492159574,2.0823870661826906,14.638878016550452,13.523466388817882,24.721285294646606,23.90002088014003,13.413583211195418,11.90295442375673
G2/M Transition,15.54914418083359,14.318695259455316,0.38157491755409617,0.37439633292697283,0.6072148900947851,0.4854047122167414,2.0016217667157132,1.8020843103184554,1.3986205245337975,1.2951131017030975,14.719484429403375,13.590196398186816,0.7143958863524329,0.6336202814170467,0.3322045695945682,0.3206757080039712,0.675052762630796,0.6158437539257318,24.742581728239557,23.91992757020498,13.413583201825865,11.90295442375673
Mitochondrial translation termination,12.519251451025813,11.435438809364944,23.09488037551416,22.72892308234968,0.7878377025119894,0.5889627854986087,17.499467180765144,16.612410708714528,13.351797906856293,12.739997114136607,4.539350469188415,4.16156149358406,0.7404466780392231,0.6553623093147175,51.15717135331813,47.840362601265106,1.132267406330734,1.0271130548308944,27.986205433756727,27.08769797302345,13.357864719740414,11.853969324330247
Post NMDA receptor activation events,1.2461286745151612,1.059653690957145,32.111536629568256,31.637337117125796,1.4474550138603184,1.0455180793473466,9.02576729735887,8.441352305128817,5.450358129194787,5.149328133530806,6.152111017317526,5.67099283675693,17.565824353450797,16.338920712837172,0.6055094751430157,0.4988056865335203,12.605870249078908,11.683513177852102,2.080645961468846,1.9465371127518662,13.335217763680134,11.837952947168981
