,PIK3CA,TP53,GATA3,CDH1,MAP3K1,KMT2C,AKT1,CBFB,RB1,BRCA1,BRCA2
G-protein mediated events,5.349060736324849,94.68021735996446,8.410498444323105,0.4821053681510286,1.0163880012137227,0.3873700845158481,0.32683478584185016,0.5036698714691572,3.403072654971093,2.749672916958767,2.313335145160622
SLC transporter disorders,14.989334653437128,93.25522379871056,5.489781331628597,4.220727655733675,2.4680522568842678,1.125743946150028,0.5786533321594862,1.6106413609606594,2.7096815464651205,2.2241964111602623,0.8965514301200307
RHO GTPase Effectors,34.04614112846307,91.60616575362577,9.185731208163094,9.140334507331183,9.028407522325862,2.9075134842951553,2.1717519087258172,9.429814684360053,0.5808069538986212,0.544067086776118,0.7236748050725389
Mitotic G2-G2/M phases,27.699272786401682,91.27168231326937,11.721030262056482,11.275854503801456,11.341251936099614,3.100188673705395,3.5296671394679113,11.01491338998469,0.4324641801705342,1.7225997764578962,1.9264679994274123
Glucose metabolism,12.323423198316881,90.15319541514529,4.328888391669113,4.692693678164096,3.272657344388732,0.9329862111012688,0.4488898341684274,1.3033530639713786,2.1365101335730405,1.3837621172704904,0.5559285097220857
"Transport of bile salts and organic acids, metal ions and amine compounds",13.916889840557861,89.58818221894334,5.000200088960886,2.0887159765900143,0.6315813641304034,1.2727894873245569,0.8218601888604121,0.8242127563828241,3.824510424531268,1.958167439479237,1.9014402652843223
Purine salvage,23.24444596509026,89.21873150211114,8.946604331406089,4.870925179674948,5.004453042974212,0.8324863411905316,1.1072805063779283,2.663954460905048,0.7554010495819128,0.7440088102133329,0.5410715799601501
Factors involved in megakaryocyte development and platelet production,37.118677518662935,88.9249329603032,13.267907373932479,9.3913702282674,11.227851810786929,3.3814504693070457,3.7925664190416732,13.248201260330292,0.4456825187629219,1.8109289770251795,1.8918040974249113
Phase 0 - rapid depolarisation,7.572057793322553,88.24632491591444,10.6237153648172,4.646692068883349,2.455512459459291,1.425545188304189,1.711163153875567,2.3431024631002972,0.6568303879013802,1.1931240538084158,1.148521359772362
CLEC7A (Dectin-1) induces NFAT activation,12.7593851870623,87.80368398706574,4.755214548309582,8.316348580100309,3.252546362506695,0.4825105823466225,1.0383349367720531,2.7193340697882227,0.9324619336227548,0.31369440433117257,0.4043562273863854
Glycolysis,14.986767072446634,87.0859502004541,4.495810816154249,5.663188460339764,3.8445740284493577,0.977959454984068,0.584963870237457,1.7200191517154912,1.7946961136840678,1.2303788224679735,0.4109318240700835
G2/M Transition,25.965468634171668,86.97118323575806,10.521828643505623,11.215005941632784,10.884980105286104,2.9397203823113,3.2810289975211906,10.182902907355942,0.36022425099708033,1.4368234771605868,1.6920282173833867
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,4.980545941050421,86.77723031034286,9.408965893741312,0.3748210386182528,1.6713807285638629,0.9737923843207881,0.8172656687764169,0.651835056153132,2.554229438291988,2.313228248324208,1.8030326293726215
Signaling by Rho GTPases,29.642197303153406,86.7655720442517,7.47857967632658,8.23127295423247,7.896394799641679,2.631762780323895,1.7574893068150799,7.649258376971738,0.9062330481204116,0.3219378109985924,0.4384082229271342
RHO GTPases Activate Formins,37.14940535485022,86.62136442035103,12.61770862671394,8.416980513560908,10.126297359971792,3.3586596120793955,3.278879109543515,11.666196492140893,0.3281961840284828,1.3660356401047418,1.6898349856866641
"Cell Cycle, Mitotic",36.53565788431371,86.29932358361845,12.025167687612862,9.3913702282674,10.884980105286104,3.378728822602446,3.533579744740039,11.908006677815877,0.36022425099708033,1.4889937877479769,1.861065869304256
M Phase,31.84112838806211,86.17936659920578,10.515262837969999,9.583734355132435,10.608598838404138,3.2314830069801834,2.9522641908495664,10.963205111901386,0.32198221492531515,1.091227941589451,1.4381263710399308
DNA Replication,29.923154798025994,86.05657623279748,10.829930241927686,11.519673987869961,10.851054100962813,2.5549581156471155,3.297149037573641,10.794506447164865,0.3305160649481461,1.3156095326128798,1.857866941558392
Mitotic Metaphase/Anaphase Transition,25.77363602041557,86.02032447282718,10.579877446015415,4.549828815787144,6.679472818490005,2.6627947739877937,2.3131579763227132,9.150376482686385,0.4637029376195805,0.7117628040910021,0.9252346073114475
Nucleobase catabolism,6.400103637131067,85.92804568422304,3.834389992037299,2.0862088749354095,0.9555739413073624,0.4786406170843715,0.533253494970635,0.3531294329391765,2.833685713054172,1.7499446312083686,2.028408514431997
Negative regulation of MET activity,9.739415065570894,85.45657271258881,8.39544391303875,1.6525318880899298,3.8005657714376855,0.8428542754620268,0.35800558983999664,2.287600862220234,1.786862566140838,1.009011928957271,0.9257014726880751
Visual phototransduction,25.07728322922922,85.14276419628541,9.34563828920335,6.179720538078703,6.3437867749921715,1.3449431592572474,1.4171884474010632,4.082733178594095,0.5333574011926379,0.4418183998649258,0.4578560425887486
CDC6 association with the ORC:origin complex,35.0928518525325,84.53977559312776,10.796935260564833,8.714892811462098,10.054909639627923,2.1693632058211363,3.592392878677973,11.607052308952383,0.6947539368816383,2.234404175705718,2.5649574089468903
HHAT G278V abrogates palmitoylation of Hh-Np,15.160441292687043,84.48166241238431,11.749144936212947,2.2117316817584634,1.9833484095833516,0.34464336712739074,0.7260459566348593,3.5107031011015164,1.5646117888099893,1.923056258764894,1.0809551953050769
Mitotic G1 phase and G1/S transition,27.924648521030957,84.41297131341666,9.408965893741312,10.050117317493823,9.592555160504121,2.327704498157504,2.75334075846791,9.348801196296609,0.4237492819535549,0.7846696581281647,1.3288534358662942
Ca-dependent events,5.136416938593316,84.41297131341666,6.786312887920902,0.8663653012000704,0.8663357592548491,0.3346582700603683,0.3561560765238739,0.8619694225652694,3.5499986315528456,3.4445100334086676,2.745725332235846
Linoleic acid (LA) metabolism,21.838700920068312,84.36137422473675,5.722697505501347,11.401712595002284,7.830163289972241,0.44998617400050983,0.34201246993765366,3.4882971444298074,1.5859293592705659,0.36012292667126256,0.4929667863118526
Separation of Sister Chromatids,31.12509265004768,84.19905739970017,10.12392496851174,10.250984229252627,10.330657946960576,3.035774381819655,2.7918680181217943,10.306308911896792,0.32237955276176167,1.068994652296591,1.4376211623377313
Mitotic Metaphase and Anaphase,30.816618688657353,84.1418662802754,10.207247361945045,9.976487615464189,10.330657946960576,3.100188673705395,2.75334075846791,10.346008138277428,0.3305160649481461,1.0440488733670417,1.3998995325326828
Sphingolipid metabolism,8.902023908842583,84.1418662802754,5.664817702694341,1.2230238466699577,0.576115602369317,0.8923727766321005,0.6647259329598035,0.6372950909805034,4.3112317355654195,2.676329798043987,2.455838272487487
MECP2 regulates neuronal receptors and channels,2.9440262594557307,84.01082086073862,5.3607195091129025,0.37643224273871073,0.7022013989375568,0.362159002525216,0.4833525439334077,0.40127917692885057,2.775610038009911,1.3231141740895656,1.4065307502490254
Mitotic Anaphase,30.6382985932991,83.37506260942877,10.097647509794813,10.080325256644068,10.317412553948174,3.100188673705395,2.737503464699269,10.306308911896792,0.3305160649481461,1.0416368588933662,1.3948973192878193
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,2.264383701624058,83.37208497532023,5.005664924271568,0.7912605701199145,0.3955932593284918,0.8175778761172785,0.5660592969487545,0.3856305982533252,2.1086978451939875,2.264489119679129,1.9075143165879225
Calmodulin induced events,4.836429974490928,83.16020823002057,6.82717471518255,0.8778091652311097,0.8994566849405868,0.34181953354924466,0.33044457480117895,0.8440526480105578,3.4348011958616156,3.265388570436767,2.6410253178381526
CaM pathway,4.8367585201400685,83.16020823002057,6.82717471518255,0.8778091652311097,0.8994566849405868,0.34181953354924466,0.33044457480117895,0.8440526480105578,3.4348011958616156,3.265388570436767,2.6410253178381526
Cell Cycle,36.95410818803566,83.09864607112077,11.719444796120703,9.348952188838007,10.879506243965784,3.3814504693070457,3.676841476237878,11.908006677815877,0.3743009115373217,1.5047041021654866,1.9048866174010186
S Phase,26.919604219106997,82.70392820895017,9.169836863583097,10.75865510216746,9.950185006216154,2.5095968855744357,3.0664030786187446,9.310902580504028,0.37125174442751324,0.8819091579016113,1.4390494996842924
Growth hormone receptor signaling,3.232169961395171,82.6579319759978,7.218422061342182,0.5631689031341202,2.9241328939017524,0.46186368026853325,0.40655659837816677,0.6285060754852824,2.743453103714569,2.4792593872208943,2.0534685466213873
Ion channel transport,1.4317720686461102,82.59767453973481,6.0290395928887,0.3980781193924042,0.9809073405752912,0.3044009690346916,0.6151294373702902,1.1792702710506007,3.4348011958616156,2.9611315780276874,2.280719318321251
EML4 and NUDC in mitotic spindle formation,36.61970195872907,82.31186726500916,12.025167687612862,8.23127295423247,10.214622182974631,3.3814504693070457,3.2237552534958795,11.594824700469815,0.3371983511117756,1.4047733963582418,1.71384436267545
COPI-dependent Golgi-to-ER retrograde traffic,37.594361101915545,82.17270537823596,13.504953978689041,8.317481936487798,11.341251936099614,3.3814504693070457,4.092532968521632,13.248201260330292,0.6533545567652721,2.1916110496486914,2.3564341165927947
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,11.957632888414354,82.12588760519864,8.041956859201019,7.114942187152847,5.859100694003275,0.6576010870466751,0.9416301668111148,4.1407332018344585,0.5805886474202508,0.30949177745479767,0.35010329066831525
Organic cation transport,3.19620725019305,81.76337036403463,6.522417919883661,0.38735649265489003,0.5456127825686969,0.6576303265631198,0.3520567095705371,0.43327833459060056,2.615501958243729,2.4042803278212395,1.9830552648296316
Release of Hh-Np from the secreting cell,4.60168650937432,81.69301474831359,1.3053383822728022,0.41729867110963137,1.2455550005983085,0.30497165869031145,0.3053317272011647,0.3495557923081704,3.060768893773668,3.03073602188208,2.01286339337362
Mitotic Prometaphase,34.28694480812906,81.46148414249174,12.844972880509301,8.23127295423247,10.789404617172343,3.3830906610175377,3.7337296425574698,12.325172394353812,0.47615666989857114,1.8734438464719463,2.179261833076474
Cell Cycle Checkpoints,35.29805707631273,81.10362513297022,10.683279717502867,9.764928564779897,10.467976286249336,3.3536225725761004,3.4666099417434797,11.56863077179517,0.3272559617419562,1.3238319188788854,1.745127296493579
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",12.243553362476668,80.69507104115993,6.837875488609082,2.229017135444798,0.7777520646927196,0.8585730655839146,0.8287534319805359,0.8967832530487033,3.4401695520702917,1.8314302944686849,1.9867510416421046
Antiviral mechanism by IFN-stimulated genes,18.303314738418038,79.8477583747903,7.903967398763834,7.62326493059287,8.709264077120089,1.2131464003426795,1.4786214960357766,4.628422847521168,0.794524828599035,0.3032354161129314,0.558361409819571
Resolution of Sister Chromatid Cohesion,37.10467112267168,79.427729600676,11.710305975977644,8.23127295423247,10.330657946960576,3.3814504693070457,3.2432602650153664,11.607052308952383,0.33735041365194274,1.4513932931964215,1.772256748227315
Signaling by FGFR2 in disease,13.534996578111285,79.32827403505237,4.4436542740020295,5.872940390207429,3.0269123990271956,1.5516556251624267,0.89457412090483,2.0738633460739897,1.5544539874099694,1.1570721652599256,0.4929667863118526
G2 Phase,21.65185106061124,79.08860012130899,9.408965893741312,5.627384049542102,5.810532895006973,1.840207520230753,2.2232792798148084,6.5337517673063115,0.5406080160290568,0.6639136685541146,1.1718363581472049
Synthesis of DNA,25.245890176920536,79.02625673015089,9.442614222574818,11.654836720800686,10.202967672151706,2.193425553855125,3.011752160176468,9.72594889488756,0.3117502012963489,1.0991414799186054,1.713689708876591
Netrin-1 signaling,12.16515900186026,78.81466059186039,3.4573218362615656,3.014250733681029,1.4809113149573836,0.8585730655839146,0.3240392577394889,1.0122733251945215,3.819740573309927,3.442522702523675,2.3862588640998057
Peroxisomal lipid metabolism,28.633685564156917,78.77607222622846,9.886701565993164,1.8248893117347,5.530876408923334,1.6228185159402335,1.1951283979798686,3.1762457385695653,0.9300356653495785,0.3691633337864261,0.46982389153757215
Gluconeogenesis,6.49140783850374,78.69589021878734,4.159657123155504,3.57498563987755,2.0164946001837065,1.0033865351198639,0.30695919320117676,1.3822328164057287,1.7703294129707356,1.016228837115101,0.7045546309727708
Golgi Cisternae Pericentriolar Stack Reorganization,31.73154997002069,78.68391304607138,9.106719552578166,7.437356051199514,9.02112130873035,3.1205682554803698,1.3359592885284186,8.728800098112405,0.5208093992943682,0.5098889574054168,0.7236748050725389
Amplification of signal from the kinetochores,37.14940535485022,78.68391304607138,11.428924754672012,8.170152565807655,10.229118469671972,3.3814504693070457,3.2369240444632723,11.607052308952383,0.35265463939458436,1.5045898434243874,1.8492077012567791
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,37.14940535485022,78.68391304607138,11.428924754672012,8.170152565807655,10.229118469671972,3.3814504693070457,3.2369240444632723,11.607052308952383,0.35265463939458436,1.5045898434243874,1.8492077012567791
Mitotic Spindle Checkpoint,37.28160818235987,78.0680927705748,11.428924754672012,8.301009144727438,10.24014062680267,3.3814504693070457,3.2432602650153664,11.614531771282468,0.35355246186523265,1.5027662612650379,1.8229129994935482
Antimicrobial peptides,1.8490988038922156,78.04121801716975,2.9322182513214465,0.5287155648777162,0.8281065297717741,0.3112073494659079,0.38183603682261874,0.6959810889500728,2.1365101335730405,1.802301285210469,2.339709309743598
Phosphorylation of Emi1,32.9597057014683,77.79454021942199,11.428924754672012,6.901075226730201,9.375665347084533,3.3814504693070457,2.9236892951009765,11.288251263731242,0.30546427463653847,1.6692883100740703,1.6950601048882363
Metabolism of vitamins and cofactors,2.1315280437643556,77.59272926433134,6.4620730211492665,0.40145834672166403,0.8006933638187873,0.37426096618084326,0.39308561264020875,0.32183340853170156,2.9106457299541546,2.879994541956245,2.68233888520963
Organic cation/anion/zwitterion transport,2.842141295395845,77.18924918425816,6.123493181210577,0.3834552610371479,0.6022565858358145,0.78800428699268,0.3662404019587939,0.4058113467776313,2.4421269842687434,2.24948293364899,1.9165141497513196
Synthesis of substrates in N-glycan biosythesis,11.414373002424696,76.83955356930272,5.497426967752066,2.1572810202310087,0.5484032134199949,0.8923727766321005,0.8043891773343633,0.7128978056974251,3.9154437204174526,2.310007672970822,2.240429409331086
SUMOylation of DNA replication proteins,32.61384414131221,76.70396172477177,10.00973653910181,8.659849893653341,9.599540280461841,2.631762780323895,3.4691009902047485,8.506087749160725,0.3066264202454885,0.9430291742042842,1.9048157333066715
Calcitonin-like ligand receptors,4.589104681521105,76.67123132055447,7.971299214934749,4.396701107805723,3.646941943854118,0.4116042092407549,0.8128072975179134,2.099205290168344,0.41116321923995724,0.5669191484408586,0.4929197483211052
Interleukin-37 signaling,0.8809501016429467,76.35118851805998,8.32023917913775,0.5925607076189311,1.4486504765259922,0.35924533553978844,0.3670329083753159,0.8091411446980193,2.872713584960074,2.271479532126381,1.3433336592784493
PTK6 Regulates Cell Cycle,6.0957333797519855,76.27172507737002,6.694932481666324,2.1716390182394827,2.3197818781773916,1.3813632484286889,0.9786549252132727,2.1588234071655195,2.0002106991372073,0.6494854815970903,0.5976018613291234
Signaling by ERBB4,0.8267251386503479,76.01853098511926,4.918476716420003,0.3885270011792338,0.5124399118989235,0.30865207015895746,0.44111214572976987,0.5286893029300994,3.4401695520702917,2.640149327505976,2.3775668231205027
Phosphate bond hydrolysis by NUDT proteins,18.95259698658392,75.75926161426707,9.464670538357854,9.154045291091409,5.972783154821844,2.6108329888731805,2.0960709680701104,5.968822536085087,0.3117502012963489,0.7324196975183108,1.0086945739250783
Elevation of cytosolic Ca2+ levels,14.430305513655991,75.75306951720661,6.717254327479071,3.362419766164298,2.954689833589721,0.30958241364712963,0.3199896664029657,2.231714849956837,1.235300942965208,0.44404261509742093,0.30747788951127303
Glycosphingolipid metabolism,12.951800325371178,75.56070680148436,6.498178329377101,2.0619134234111685,0.8105859171892172,1.3585892464859504,1.3375883945793277,1.5209453672320645,3.6510350996361725,1.5027662612650379,1.6038655632619898
Kinesins,37.216260645166074,75.07147970506388,13.267907373932479,7.38547337195551,10.851054100962813,3.3814504693070457,3.9917955996624337,12.798722391055872,0.5122367094358783,1.949589416046941,2.165859347893182
Activation of ATR in response to replication stress,35.386502986055675,74.59730048844779,12.604822489591227,7.82873139143538,9.050742791816049,3.0425068564813973,4.235878761582335,11.496643001804792,0.35724038098849287,1.4985907876845983,2.224403074867351
SUMO E3 ligases SUMOylate target proteins,25.430824090467112,74.55638785635688,5.621844079700459,6.7762703724307185,5.735771996698403,1.9619423878446907,1.6526761097908234,5.197435604388084,1.4396795354083385,0.6183485178530364,0.30238864174249147
Cyclin A/B1/B2 associated events during G2/M transition,41.0412786118977,74.45197104736793,12.61770862671394,8.32098150597723,11.297084195122373,3.514443569224727,4.105787384957962,12.325172394353812,0.5091044016009575,1.8396990147305574,2.1989198839117496
G1/S-Specific Transcription,39.61393605470851,74.37514620429127,10.95721285797142,7.9126676842966175,9.53791916124006,3.3814504693070457,3.441547278775214,11.747157962923833,0.3129660084866665,1.1046089613563084,1.6591940311866977
GAB1 signalosome,22.05441314543037,73.856474270338,8.207342456093613,4.406409577094423,6.499192959962465,1.1717313428182499,0.7288474758172432,4.064672976124937,0.9773965716746763,0.8041180812717019,0.6149186453996885
NOD1/2 Signaling Pathway,2.0802868333517117,73.67464961841341,5.169382103752073,1.4110907808421957,1.3559150762149603,0.34181953354924466,0.3642918940068552,0.4658791455044412,2.3510105292202876,1.8244700996014867,1.3754674327775342
Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes,29.26572337312718,73.49811910142589,8.536634632900752,5.638991034334591,6.918411399767143,2.5668565223718742,1.333289483195189,6.960866340332544,0.7808286435479107,0.4204810568992689,0.5416944383083913
Glutamate Neurotransmitter Release Cycle,0.767427615594385,73.28806410824825,8.478240448660085,0.5288013938819174,0.32019791448682167,0.8923727766321005,0.32869281885045537,0.5474666984304172,1.476615203482995,1.2501981258718315,0.9860135369858908
mRNA Splicing - Minor Pathway,13.309008533796773,73.28673642322669,8.39544391303875,5.562138550441865,5.826186009642902,1.9674758023770196,3.287219873017572,5.286642472258691,0.41443313851457103,0.4152066325697309,0.9628118911921769
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,13.025934943121282,73.25612602132693,11.448118777165966,2.5676106486684995,4.460255735106234,1.0294489957657562,1.6595767172845481,4.341705026428369,0.999284077832327,0.8342878923302116,0.5047927881898259
Beta-oxidation of very long chain fatty acids,31.545007470859545,72.90609726096211,9.220763054768073,1.3584907094703738,6.322847081431957,1.9619423878446907,1.9787701253345826,3.2650680180183707,0.7324579130808978,0.39214957802004924,0.5877572221304
Pyrimidine salvage,22.523215393206605,72.49046645867516,9.332200063935462,7.690290903701972,9.721899014529225,0.6290434231977026,2.5733039743290926,5.414273737580202,0.5482841532805537,1.8314302944686849,1.5977722033291308
G1/S Transition,22.376620748721418,72.11133084221588,7.616335183411464,9.764928564779897,8.704992971058857,2.0436703697241536,2.418599463420906,7.921717747332629,0.4632929098043139,0.6895371741721671,1.2695546607122998
Transmission across Chemical Synapses,1.3316383858099679,72.07520001659097,5.425776845731433,0.3293542028653612,0.43580329296297654,0.44930259215277824,0.4055258625488983,0.596019740813655,3.6058427001773903,3.614368782093974,2.8180803494272277
"Activation of NIMA Kinases NEK9, NEK6, NEK7",33.359344568940685,71.87711470329788,11.02366583580316,7.289171736672665,9.592555160504121,3.514443569224727,2.7231809671064404,10.574538350645543,0.3066264202454885,1.511063043144813,1.511118118511815
Signaling by FGFR in disease,13.889922067694359,71.68934406556721,3.7611575708691025,6.545738765264596,3.3594092415318384,1.3789176687748916,0.8365537491824993,3.0193438421871805,1.2993239450495324,0.875369142033737,0.4481971524179471
Interleukin-12 family signaling,4.1793894794479325,71.68216955606785,7.766375558170425,1.9229492652454239,3.9850767890237937,0.34181953354924466,0.5785619012059118,1.6484699963538845,0.8425325030920637,0.7611295762502678,0.5692356876080832
Signaling by FGFR2 IIIa TM,20.160698738974414,71.6579905359413,4.692585736916095,8.782700951535501,4.39388352224292,2.5215094374560647,1.8365656341363492,3.6282131011609824,0.7628600623673648,0.4192851128789034,0.44879213314535216
FGFR2 mutant receptor activation,17.556731926558168,71.56214402653131,4.918476716420003,7.835697813009362,3.7793837985593335,2.3771575584170077,1.7204056536868144,3.4470575111376673,0.8617345658946444,0.5086982271693995,0.3696914893399256
