,cluster 1 qvalues,cluster 10 qvalues,cluster 11 qvalues,cluster 2 qvalues,cluster 3 qvalues,cluster 4ER+ qvalues,cluster 4ER- qvalues,cluster 5 qvalues,cluster 6 qvalues,cluster 7 qvalues,cluster 8 qvalues,cluster 9 qvalues
Cell Cycle,43.54185073684872,58.27595848649183,0.3012475178972396,27.314191156812576,46.19876549984101,40.18593151522966,26.65863869235919,50.61016970308661,31.01973768609438,43.473084607678324,51.63757588612928,44.18481557924172
Amplification of signal from the kinetochores,43.54185073684872,58.20152090503758,0.3012475178972396,27.314191156812576,43.95873760179419,35.686540962249886,26.749285741782113,50.79115370668333,31.176525644849743,43.522894399432644,51.45410443781117,44.35219227546219
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,43.54185073684872,58.20152090503758,0.3012475178972396,27.314191156812576,43.95873760179419,35.686540962249886,26.749285741782113,50.79115370668333,31.176525644849743,43.522894399432644,51.45410443781117,44.35219227546219
Kinesins,43.54185073684872,58.4451607851984,0.3012475178972396,27.501347188559862,43.06635805950639,39.09945343649398,26.749201742970143,51.00949017916947,31.195263988946287,44.427824406361545,50.937841000625546,44.53774153432614
RHO GTPase Effectors,43.54185073684872,57.65852732663101,0.3012475178972396,26.80962551107829,47.510900716813836,42.47280474490717,26.85674321328383,49.7530744185287,30.989045248824418,42.92732504423164,52.21460499536552,43.80247585509208
Metabolism of vitamins and cofactors,43.54127533686685,54.12623349653356,0.3012475178972396,27.501347188559862,50.158047695476384,37.223357835081025,22.376964708706655,49.68447653990534,31.195263988946287,48.46841931464395,59.26172294002655,45.13355468926681
Signaling by Rho GTPases,43.54010702010222,57.194988921938744,0.3012475178972396,27.06804159738956,48.36235785601394,43.4544840132996,26.612364613537213,49.44426011836836,31.04014173704591,43.86659764401841,53.08275019159476,43.89762259536724
Signaling by Activin,43.529909171140865,54.40911283936904,0.3012475178972396,27.538757263190867,48.71490262296621,46.82473060950219,27.114671920671995,47.779746017885124,30.079212109232543,46.6885712704371,53.69443462772704,44.43073924663528
Synthesis of active ubiquitin: roles of E1 and E2 enzymes,43.454047503665805,56.9792756068103,0.3012475178972396,27.411711030034756,43.16292272910211,32.554991575873764,23.37583057318132,49.56744578931662,31.195263988946287,44.99212409911142,52.11611693952636,44.43193555531165
Activated NTRK2 signals through CDK5,43.454047503665805,52.316025153340654,0.3012475178972396,27.501347188559862,52.736993646499734,43.70798080998215,27.31842413498581,50.9523837624689,31.352520596887423,46.91506997805573,58.70462962623125,44.21035165110194
M Phase,43.454047503665805,58.02265847396109,0.3012475178972396,27.236935924334084,48.04696471801849,42.555729108274654,27.046630114725016,50.28882632823447,30.904250251857594,43.254136922396235,51.873854281640256,43.79540858155979
Abacavir transport and metabolism,43.42959050447645,57.32740213252904,0.3012475178972396,27.314191156812576,49.83311467700381,37.91321291349088,26.7362614719098,51.03726667011305,31.195263988946287,45.530439003035696,58.673031042969015,44.81696591204401
Signaling by FGFR,43.42959050447645,52.0475344880324,0.3012475178972396,27.501347188559862,52.109782828640185,44.72027676896178,25.14972344649806,49.57719285541442,31.195263988946287,48.49539969365023,58.51705567847015,44.56243162040837
Signaling by TGF-beta family members,43.399880237888475,49.076085151866664,0.3012475178972396,27.501347188559862,47.155102461948324,36.591840563543194,19.81627672651296,46.13908145699054,30.170994665683224,48.34062299717409,57.7818867949606,44.31168321751836
Aspartate and asparagine metabolism,43.38405786488995,57.4842562210241,0.3012475178972396,26.472542874972575,45.86683545005972,36.523066988636664,26.10876474715467,51.129081232339644,31.195263988946287,45.141546249113865,52.97075964741876,43.772563496731145
Cell Cycle Checkpoints,43.38405786488995,58.05866263626104,0.3012475178972396,27.134786544699125,45.853718807685134,39.60568591383123,26.42071686546494,50.131015912126784,30.77003410684492,42.52397483527752,50.87303626190103,43.744336490068704
APC-Cdc20 mediated degradation of Nek2A,43.38405786488995,57.03817427197838,0.3012475178972396,27.314191156812576,45.66922669485812,38.45366030718177,24.23196951857169,49.39686453111199,30.86810693560594,42.6963356584117,51.75580882487328,44.056943742928674
Mitotic Metaphase and Anaphase,43.38405786488995,57.866050111953065,0.3012475178972396,27.142211181023065,47.11943048386545,42.37450168213371,27.01735212157316,50.130701907434414,30.62821848613195,42.43783998526511,50.03347493542827,43.716615436352676
E2F mediated regulation of DNA replication,43.38405786488995,57.9322454648542,0.3012475178972396,27.314191156812576,44.09499813848138,33.21666261795582,24.531766143954194,49.41000410130506,31.195263988946287,44.02398409422379,51.74212306131149,43.7881517863368
Mitotic Anaphase,43.38405786488995,57.866050111953065,0.3012475178972396,27.121349689972273,47.09357646717742,42.304091712549415,27.003516524008475,50.10053685940584,30.604620824098696,42.26957645663063,49.96107399912718,43.704302250723735
Mitotic G2-G2/M phases,43.369177599501725,58.14887327280463,0.3012475178972396,27.314191156812576,48.56341753926762,43.625406250576305,27.114671920671995,50.93614767988483,30.916098018554717,43.98754901006394,52.2166638570878,43.96008340687479
Separation of Sister Chromatids,43.35891448335546,57.931451660465044,0.3012475178972396,27.08335769173269,46.97169286675006,42.19880566547027,26.868489668497613,50.09186448300645,30.583279594265427,42.055709402427134,49.96107399912718,43.67568281670305
G2/M Transition,43.35891448335546,58.068338783473784,0.3012475178972396,27.314191156812576,48.53377565769386,43.57392880980516,27.071281067093985,50.82810918002626,30.860014907014854,43.777056664088,52.02911625169457,43.83381727610411
Signaling by FGFR1 in disease,43.35891448335546,53.584718700395086,0.3012475178972396,27.47494961662432,52.31906028161975,47.748126562001175,27.046539436563794,50.044882167446595,31.195263988946287,46.75652593333684,55.613949123521905,43.073377373766135
Regulation of TP53 Activity,43.35891448335546,58.048332583889355,0.3012475178972396,27.538757263190867,47.70711591556156,37.39859481645933,26.093993662374636,51.00949017916947,31.195263988946287,47.91752958200481,59.26172294002655,45.13355468926681
G1/S-Specific Transcription,43.35891448335546,58.27595848649183,0.3012475178972396,27.090990680402474,41.14045531889142,33.71266508996108,25.25055352542998,49.75081082912992,30.57232773992963,41.34551169298238,47.81567786495872,43.469723951847364
FGFR1 mutant receptor activation,43.35117608249435,52.53300935848284,0.3012475178972396,27.314191156812576,51.53137889860477,47.44073485158147,26.760785930006744,50.07568525227914,31.195263988946287,46.65139314105471,55.2312566848853,43.06208285628536
Cardiac conduction,43.326877410206315,49.64524801432315,0.3012475178972396,27.444098305109293,50.988037096680344,39.26956407561751,23.321654418881966,49.30569201714626,31.195263988946287,48.20325624830343,58.524407261181146,44.43073924663528
Recruitment of NuMA to mitotic centrosomes,43.326877410206315,58.27595848649183,0.3012475178972396,27.501347188559862,43.48396652348364,37.504713206432534,27.14102247143043,51.903068241941455,31.195263988946287,46.620968141332234,50.494797603517185,44.39529868611338
Mitotic Telophase/Cytokinesis,43.326877410206315,58.27987764217971,0.3012475178972396,26.5494416910982,39.73483179457638,37.97966389844306,25.558663296729552,50.72904607245357,30.364491472367934,42.44303206911796,49.377826121082656,44.69232647029131
Signaling by FGFR in disease,43.326877410206315,56.431103260637556,0.3012475178972396,27.29919730783921,51.13183208527296,46.68552017607941,27.114671920671995,49.94902173879411,31.177740266769224,45.41542874913177,53.84736432005633,43.716615436352676
L1CAM interactions,43.32671591414852,53.721808157321384,0.3012475178972396,27.538757263190867,50.28358729849905,41.33710015581021,23.6369072691586,49.41297436429939,30.860014907014854,48.505242947983376,57.869476437724835,44.73937739705695
Hyaluronan metabolism,43.31796818435653,54.159749686384856,0.3012475178972396,27.484102493691008,52.47375935312441,41.78612621548929,24.44465410599428,49.00046363162571,31.195263988946287,48.32123768548545,58.58838838854168,44.35219227546219
G2/M DNA replication checkpoint,43.29221557011218,57.60296554522329,0.3012475178972396,27.413944424901597,46.11673764622496,39.491279893244645,26.65863869235919,50.83848221768168,31.135334455143617,44.9964917533162,52.08018180129146,44.39374256817362
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),43.2831849837108,56.01072146918443,0.3012475178972396,27.413944424901597,45.6871929183281,32.4001138698007,20.41146298224855,49.49537502301674,30.04961958077522,46.0695930624922,57.93147090060114,44.28691168403021
Post-translational protein phosphorylation,43.28244506242894,56.39566211872815,0.3012475178972396,27.316522885074587,44.25136124308995,34.68248724525584,23.765654029993293,49.802930725064506,29.420950738373865,45.311041503247225,56.54708299317558,44.17558101795356
Signaling by cytosolic FGFR1 fusion mutants,43.205775140972726,52.73117916907094,0.3012475178972396,27.130389766725536,51.62759927321714,46.24856588420577,25.699666013706928,49.96809627949068,31.195263988946287,46.18270315156769,54.96951101937335,42.389271048673926
HDR through Single Strand Annealing (SSA),43.1795325592776,58.11696102791886,0.3012475178972396,27.354512174221394,41.328886017399924,27.184514843397185,21.994211620758296,50.11545719775221,30.518496407143317,45.05189492802429,55.2285475347642,43.90408382033254
ESR-mediated signaling,43.16159033213055,45.38180963416849,0.3012475178972396,25.507443070686634,49.66629384439569,40.77331639953511,20.683835001651065,44.471147758051686,30.51409534741555,44.44679585470593,55.1631838085257,41.68326299293331
SUMO E3 ligases SUMOylate target proteins,43.15194531279327,58.27595848649183,0.3012475178972396,25.29571518330604,41.038522768369674,33.08534650038958,26.044001616534675,48.41510088300518,30.812777745315795,36.723104250922304,46.7650394929164,43.58664099779998
Presynaptic phase of homologous DNA pairing and strand exchange,43.15059657728468,58.0357185299387,0.3012475178972396,27.314191156812576,42.1200358726938,29.81470305892065,23.307022827413387,50.260078075215965,30.387015325626408,43.9844039544884,54.09459135840375,43.52506767174017
SUMOylation,43.11550460709113,58.21920392462648,0.3012475178972396,25.176591096494857,41.60704751929081,33.763723104074025,26.12350455211512,48.251694337752696,30.857792196050678,36.95691144261155,46.673808125468646,43.58557932306302
EGFR downregulation,43.11393828955272,47.28182151729904,0.3012475178972396,27.314191156812576,51.17721693328881,41.121512412606805,22.116723678484107,47.23170936341562,31.195263988946287,48.21862437648689,58.606747012924956,44.35219227546219
Hyaluronan uptake and degradation,43.11226673812823,55.02205027699162,0.3012475178972396,27.501347188559862,51.13183208527296,37.73544360121367,21.452346199543037,48.792607909391066,31.195263988946287,48.21862437648689,58.673031042969015,44.00635902399835
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,43.09368736268101,58.23173556997003,0.3012475178972396,27.162017744810168,43.34313708996943,31.057084711463432,23.713927955171982,48.69930950270933,30.126311863958108,37.52183275520889,48.3613099646957,44.083369732194456
Chromosome Maintenance,43.08341563352171,53.871702020542166,0.3012475178972396,25.5641535875508,45.79917965734103,37.77061913249528,22.56554835097935,45.818293923988875,30.063450380401292,41.4429292197034,50.937841000625546,41.76878533634084
Glucose metabolism,43.05625424665387,58.4451607851984,0.3012475178972396,25.571659333308514,47.66386129766227,39.77973442674692,27.550777157941614,50.651592621081996,30.518496407143317,34.81397790385683,47.788492751439755,42.90831535061102
Signaling by NTRK2 (TRKB),43.037406285799086,46.31616803887429,0.3012475178972396,27.413944424901597,52.71716218530657,45.57355652666642,26.696973041436213,48.77457860102373,31.195263988946287,47.6085874557061,57.310285727686136,43.426371924391724
Homology Directed Repair,43.03526080473285,56.152197128108895,0.3012475178972396,26.081246301806324,41.36399074301073,29.571429214267813,21.617425552988987,46.86947173279169,30.29696759874789,41.69904137245313,50.21385607224739,42.55231971189947
APC/C:Cdc20 mediated degradation of Cyclin B,43.03302749106918,56.31643148019089,0.3012475178972396,27.156999689924803,46.80906917140765,40.9731334106732,25.42825084487775,48.62273691970542,30.387015325626408,43.28561819444028,50.65026056825861,43.45781222003879
Transport of small molecules,43.02231681796564,55.76541201174596,0.3012475178972396,27.314191156812576,52.067245822389594,47.32851043617805,27.49251834909931,50.27450829622023,31.121425290220635,46.716963466770345,55.90155622887166,44.012041142747655
Phosphorylation of Emi1,43.019915983206076,58.048332583889355,0.3012475178972396,27.314191156812576,41.18464325739025,34.973201455283814,26.12879934017187,50.40228993465675,30.718338269714184,43.85671471851716,48.1969876573417,43.90408382033254
CRMPs in Sema3A signaling,43.00065609529781,47.58671091048483,0.3012475178972396,27.162017744810168,47.78071188362514,32.21007427988405,14.903878515247134,48.09978573554368,31.069086810984686,47.18872610726071,57.4330301376993,44.147209756661
Visual phototransduction,42.998097672392255,53.80073953608492,0.3012475178972396,26.403411448704794,48.57799649512682,39.80485001868445,26.683728630421115,49.992353234106325,30.819055966774414,45.15933885268975,55.499432052712756,44.21035165110194
Phosphorylation of the APC/C,42.96482017961018,56.3204425220848,0.3012475178972396,27.130389766725536,44.444785048506034,37.702561252968295,23.701281318770786,48.66605608019611,30.155446904677,42.12872641547903,48.87714477933242,43.26942674285414
Homologous DNA Pairing and Strand Exchange,42.96482017961018,58.048332583889355,0.3012475178972396,27.285563426271636,42.083847034679565,29.77704137144975,23.101668855403474,49.582348152098696,30.396740731520918,43.86659764401841,53.70797864699998,43.42421952062182
Metabolism of folate and pterines,42.96482017961018,58.068338783473784,0.3012475178972396,26.969321856025847,46.19876549984101,41.70452259807134,29.493320703788193,51.798569394560026,30.75727757395281,43.65257701040299,50.95530511720386,44.77688070637028
Post-chaperonin tubulin folding pathway,42.961970357409115,55.75450748127553,0.3012475178972396,26.82298851388573,51.70845606487262,41.371075185969715,23.796084077604412,47.746871364629385,30.77003410684492,40.88684316316933,57.028583373632046,43.46786515305174
"Activation of NIMA Kinases NEK9, NEK6, NEK7",42.95067105539811,58.00164936755326,0.3012475178972396,27.314191156812576,43.706763156517674,37.926200789433814,26.9184878909868,50.85832284226455,30.72489513905219,44.55139441724742,50.09707158318085,44.011293105670966
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),42.93930712142005,55.71518822817385,0.3012475178972396,25.896435213783235,42.02038464629055,30.185539198715567,21.510115650126455,46.34059314500202,30.284114073033994,41.31443895633096,49.96386096917519,42.134327468574085
Negative regulation of FGFR3 signaling,42.93314446089438,46.30500233264637,0.3012475178972396,27.501347188559862,51.85715251770182,46.5353723099789,24.760129855289122,46.43673067826585,31.195263988946287,48.77647646524141,57.25127500572889,43.716615436352676
Oncogene Induced Senescence,42.93314446089438,58.4451607851984,0.3012475178972396,26.90159438593991,37.42543681790695,34.444065635123465,26.259083690968854,50.37410113425387,30.04170405871521,44.277635194418295,46.089763903484155,44.56112916742174
G2/M DNA damage checkpoint,42.91321811323547,54.8931804705542,0.3012475178972396,25.302226056896043,44.27290920991052,33.20397540300957,20.891711097526482,45.888941752067396,30.04961958077522,40.153192393625005,50.004980182051256,41.75453852712933
Gluconeogenesis,42.901318260160956,57.47252573060157,0.3012475178972396,25.402316729276485,47.319487875396355,41.354097666026355,26.50457836923121,50.967078968000436,30.35696401030192,38.67446620704702,48.893715747321146,43.539653623061604
Opioid Signalling,42.901318260160956,50.61475791447948,0.3012475178972396,27.314191156812576,50.013784398899624,38.4648172876987,20.934884138117805,47.84494955628672,31.195263988946287,47.389634678651895,57.374414945544764,43.58173491147232
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),42.901318260160956,57.693832327263195,0.3012475178972396,26.836227417357843,42.54613527846222,30.56865795249788,23.496041500336833,49.77581048618114,30.184351820416357,44.79954924714612,54.56856519844149,43.45275441947429
SUMOylation of DNA replication proteins,42.901318260160956,58.4451607851984,0.3012475178972396,25.337749482580904,39.07443929011824,25.14149079948499,23.931871485902395,49.46842645633835,30.54829568724801,37.682616345673814,47.96386503229166,43.98745761102764
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,42.901318260160956,54.63154542407185,0.3012475178972396,27.312707856553804,46.89213616627823,42.18844357385111,26.083158184226576,46.37722538327598,31.195263988946287,44.853445066151636,52.133338334281376,42.94506494051709
Neurodegenerative Diseases,42.901318260160956,54.63154542407185,0.3012475178972396,27.312707856553804,46.89213616627823,42.18844357385111,26.083158184226576,46.38259525090412,31.195263988946287,44.853445066151636,52.133338334281376,42.94506494051709
Negative regulation of FGFR1 signaling,42.889377568137185,49.920053840221726,0.3012475178972396,27.314191156812576,52.50139817052592,47.54423425401117,26.330828453109085,47.84494955628672,30.600923462798182,48.34062299717409,57.560591289277795,43.716615436352676
Semaphorin interactions,42.87738766006137,49.08746665315065,0.3012475178972396,27.339165066090818,47.90699415616314,38.09626873912247,21.140346633678135,46.91777812087817,30.936165373854664,46.79328359831679,56.011408193429595,44.166232732775924
Anchoring of the basal body to the plasma membrane,42.8757720365045,58.152345523544646,0.3012475178972396,27.333418598495477,42.59094537686058,35.22758857080922,26.612364613537213,51.51996634919535,30.951807748302993,46.5836376830603,50.571781243138076,43.89762259536724
Deactivation of the beta-catenin transactivating complex,42.8757720365045,44.85472057150595,0.3012475178972396,27.501347188559862,50.75483366878046,39.761833677172035,21.869362346874944,47.34968933574196,31.195263988946287,47.439121691857274,58.89479758367584,43.79540858155979
Signaling by FGFR1,42.8757720365045,47.51154519785273,0.3012475178972396,27.501347188559862,52.18393795571501,45.939710237639865,25.005030749675058,47.77247687292382,30.64498722108325,48.61570094032086,58.19722756628766,43.80593582629398
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,42.8757720365045,57.03817427197838,0.3012475178972396,27.162017744810168,45.6657638276371,38.56412852492551,24.95084709447006,48.71035707369825,30.537058375370798,41.63144963858581,50.87303626190103,42.964514969960305
DNA Double-Strand Break Repair,42.8757720365045,56.419383572332116,0.3012475178972396,25.8409756992574,40.67237045727308,29.425780380305092,21.650187232194764,46.30249994661061,30.170994665683224,40.16386501549033,48.24267295960711,42.361014974668294
HDR through Homologous Recombination (HRR),42.8757720365045,57.692111155686476,0.3012475178972396,27.314191156812576,43.14041536930636,31.412132425557466,23.210233530092687,48.7635631231706,30.41617727380712,44.39533118433673,53.25082776412853,43.333491585722946
Fanconi Anemia Pathway,42.8757720365045,54.084375362748595,0.3012475178972396,26.90159438593991,45.81091498292702,34.480891103118246,21.846109187388066,47.288222001793535,30.266584832373855,46.090267049128954,54.41621953620084,43.46786515305174
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,42.8342879678641,57.54676182147967,0.3012475178972396,26.588231399838158,40.56703970020932,33.115198239606855,24.112429213978647,48.06764053793688,30.36957411419239,40.80797338028307,47.995898692079095,43.14728451112988
Cellular Senescence,42.8342879678641,50.6677480389038,0.3012475178972396,24.7183875051826,47.71280322327483,41.556392594317344,23.796084077604412,45.10324465360831,29.677545999817497,41.840802507623145,52.08018180129146,41.25083835848558
Pyrimidine salvage,42.82608686639054,58.23173556997003,0.3012475178972396,26.215073873333257,46.07747022475455,39.390378123557035,26.139274965455428,50.896653352561,29.10464173458978,41.89551186619731,53.14389090761767,43.86165830239804
Protein repair,42.82608686639054,42.64769978626028,0.3012475178972396,26.089941290277828,36.06615616147617,17.264045708820998,9.051780726195757,47.0742525262556,31.195263988946287,44.75465852353656,45.23171903926115,42.90479692018061
Bile acid and bile salt metabolism,42.821925716697514,43.935201682265955,0.3012475178972396,27.314191156812576,50.20377059417594,39.81761282638343,19.052680375450635,46.26297490250083,30.374603537107056,46.74497483726762,58.3001630789758,42.71675145454595
Extra-nuclear estrogen signaling,42.79266069871364,37.696258365270495,0.3012475178972396,27.501347188559862,47.64323570111634,28.305468122513936,12.82134483710304,44.74005431356127,31.04014173704591,48.34062299717409,58.89479758367584,43.25872298766311
Metabolism of nucleotides,42.78842404031378,58.18250500236767,0.3012475178972396,25.302226056896043,43.466114417197666,37.61324249591883,27.01686782643667,49.77167307871312,30.387015325626408,32.3120450460212,45.40931798214371,43.42198746947348
Processing of DNA double-strand break ends,42.77579792735241,54.12623349653356,0.3012475178972396,24.790647734428898,43.776215638219675,31.94695397773101,20.485714501191744,44.62176603418719,29.866767326789272,39.93554367104636,49.605947471264514,41.09496439257092
Signaling by FGFR2 in disease,42.749991203840985,56.94591469143616,0.3012475178972396,25.877466923595847,45.95518732590451,42.577299822139565,26.462876021786833,48.92961186963615,30.518496407143317,40.67484343368304,47.597438213009006,43.552585270671244
Integration of energy metabolism,42.749991203840985,54.12623349653356,0.3012475178972396,27.346708752274086,47.92460555270976,37.223357835081025,23.342048388028424,50.02222272075983,31.352520596887423,47.87164263692895,58.373243870894036,44.685938747251015
Interleukin-7 signaling,42.749991203840985,51.95132932248386,0.3012475178972396,24.952811164323556,47.47246367187957,40.099047347996866,24.741733844029756,47.70953938713257,29.753318408441384,43.39994159589396,53.27795090338446,41.10142172250728
Nef Mediated CD4 Down-regulation,42.749991203840985,53.14130220141251,0.3012475178972396,27.314191156812576,51.12686863439413,45.75012179398464,25.6392114140559,50.31736487536054,31.195263988946287,47.17604297341034,57.20566407768315,44.55931301116983
Interleukin-12 signaling,42.74553948659726,55.448104994700266,0.3012475178972396,26.610431682767974,48.029361984182614,44.36311844671585,26.96371724788371,49.01483369521682,29.97624580100196,41.71078765308689,50.48108933422789,42.89319173240442
E2F-enabled inhibition of pre-replication complex formation,42.74408835468871,57.56959927737715,0.3012475178972396,26.80962551107829,38.86933713996217,27.62820980278932,22.842545463796252,49.582348152098696,30.52995116344993,41.00954713827614,47.58385641054926,42.65064599539354
Vasopressin regulates renal water homeostasis via Aquaporins,42.74408835468871,53.33526528111205,0.3012475178972396,27.339165066090818,51.260042077503016,44.09634313126025,25.310344413379525,48.886324795566814,31.195263988946287,46.75422302211605,56.3806384166079,43.71666061635027
Loss of Nlp from mitotic centrosomes,42.74408835468871,58.18250500236767,0.3012475178972396,27.264891035953834,40.297713401068876,32.81967014679166,26.297351995284277,51.529710880474966,30.72489513905219,45.646061235062795,47.951973716899225,43.6259942949986
Loss of proteins required for interphase microtubule organization from the centrosome,42.74408835468871,58.18250500236767,0.3012475178972396,27.264891035953834,40.297713401068876,32.81967014679166,26.297351995284277,51.529710880474966,30.72489513905219,45.646061235062795,47.951973716899225,43.6259942949986
Gap junction trafficking and regulation,42.734824506016444,56.727542944299216,0.3012475178972396,27.176959403085494,48.78948968282697,45.57355652666642,27.31842413498581,49.60862488888609,30.284114073033994,44.063472211877084,52.56324245657321,43.58173491147232
Synthesis of bile acids and bile salts,42.734824506016444,42.946922372053656,0.3012475178972396,27.314191156812576,49.49280883987006,38.35051082847459,17.5124583948326,45.38914121934657,30.126311863958108,46.36353055618282,57.85970973688714,42.16444787285825
Signaling by BMP,42.733781023272996,48.60115619417667,0.3012475178972396,27.314191156812576,49.082712149844106,42.342350802002315,23.15006205555537,47.18067405196895,29.709958214963066,47.17604297341034,57.25161742483606,43.655173455617245
Signaling by Receptor Tyrosine Kinases,42.733781023272996,47.338072295885105,0.3012475178972396,27.413293975911728,49.41657780723956,37.064893084107545,18.667174979631625,47.10514363815322,30.927791595935723,48.259498605322605,58.4826652400002,43.98745761102764
