full_name	-log10(pvalue)
Glycosphingolipid metabolism	1.0677779214409562
MyD88-independent TLR4 cascade	1.690072933247555
Mitochondrial Uncoupling Proteins	0.29818816070163906
mTORC1-mediated signalling	2.996698823002782
The activation of arylsulfatases	0.023780435093811402
Signaling by NTRKs	4.9223918344679305
Complement cascade	0.28628730152355747
Lectin pathway of complement activation	9.815690357774361e-06
Initial triggering of complement	0.09075348771175835
Creation of C4 and C2 activators	0.05212181577015612
PLC-gamma1 signalling	9.157362830983807e-06
Signalling to RAS	0.7388029153818861
NGF processing	9.481985609741008e-06
Formation of HIV elongation complex in the absence of HIV Tat	2.9077833449894963
Formation of the HIV-1 Early Elongation Complex	1.8292095984169905
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	1.2703368919967213
HIV Transcription Initiation	3.1429254648307587
RNA Polymerase II HIV Promoter Escape	3.0321773254767885
HIV Transcription Elongation	2.7887960729000953
Transcription of the HIV genome	3.9815191258470373
Formation of HIV-1 elongation complex containing HIV-1 Tat	3.0092248095861573
Pausing and recovery of Tat-mediated HIV elongation	3.158565726002835
Abortive elongation of HIV-1 transcript in the absence of Tat	1.5406627286202135
Tat-mediated HIV elongation arrest and recovery	3.2305855048731336
Tat-mediated elongation of the HIV-1 transcript	2.829592363267998
HIV elongation arrest and recovery	3.214852295085604
Pausing and recovery of HIV elongation	3.303130654281992
Nef Mediated CD4 Down-regulation	2.2409078732697263
The fatty acid cycling model	0.31312534278008014
The proton buffering model	0.3235283722538724
Trafficking and processing of endosomal TLR	0.11121340562579027
Toll Like Receptor 9 (TLR9) Cascade	1.370858177966749
Toll Like Receptor 10 (TLR10) Cascade	1.761432023343093
Toll Like Receptor 3 (TLR3) Cascade	1.5775134190220785
Toll Like Receptor 5 (TLR5) Cascade	1.7370222169414486
Toll Like Receptor TLR1:TLR2 Cascade	1.3145439177603706
Toll Like Receptor 7/8 (TLR7/8) Cascade	1.7105906096133152
Toll Like Receptor TLR6:TLR2 Cascade	1.4605942178651574
Innate Immune System	29.17336507351168
Host Interactions with Influenza Factors	0.2849292735608928
Influenza Infection	14.515179996788689
Influenza Life Cycle	15.307509787330575
Immune System	43.7408365982754
Transport of Ribonucleoproteins into the Host Nucleus	0.3462720705943856
Influenza Viral RNA Transcription and Replication	14.695181381223122
Export of Viral Ribonucleoproteins from Nucleus	0.02758417287104416
Entry of Influenza Virion into Host Cell via Endocytosis	9.154627406093075e-06
NS1 Mediated Effects on Host Pathways	0.3656190579890546
Influenza Virus Induced Apoptosis	0.5953430044233118
Assembly of Viral Components at the Budding Site	7.963182240034808e-06
Viral Messenger RNA Synthesis	0.3376472175891462
NEP/NS2 Interacts with the Cellular Export Machinery	0.00505994397562024
NOD1/2 Signaling Pathway	0.3248922441647619
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	0.8309968984243098
Neurotoxicity of clostridium toxins	0.09431354228275335
Toll-like Receptor Cascades	1.3479334354880559
TICAM1, RIP1-mediated IKK complex recruitment	0.6486956842561109
DDX58/IFIH1-mediated induction of interferon-alpha/beta	1.8735668147241542
Prolonged ERK activation events	0.6997168701694719
Regulation of Apoptosis	13.455021037930829
Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	1.1627675385502672
Adenylate cyclase activating pathway	0.06752608058851096
Adenylate cyclase inhibitory pathway	0.02912315138807874
Regulation of Glucokinase by Glucokinase Regulatory Protein	0.32617207404388443
Signaling by TGF-beta Receptor Complex	5.078315513773685
Frs2-mediated activation	0.3487245796534409
ARMS-mediated activation	1.625831445781644
p38MAPK events	1.1182578893097104
Packaging Of Telomere Ends	0.5115302720607032
Telomere Extension By Telomerase	1.9253273665976292
Binding and entry of HIV virion	1.1923806316165382
Formation of the active cofactor, UDP-glucuronate	0.36068839406332714
Classical antibody-mediated complement activation	0.18164219139658586
Alternative complement activation	0.8348643996018984
APC/C:Cdc20 mediated degradation of Cyclin B	2.3410552991612317
Autodegradation of Cdh1 by Cdh1:APC/C	14.719062245065368
SCF-beta-TrCP mediated degradation of Emi1	13.67803874947825
APC/C-mediated degradation of cell cycle proteins	16.658865520699607
APC/C:Cdc20 mediated degradation of Securin	15.571144881278954
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	15.714979659245936
Cdc20:Phospho-APC/C mediated degradation of Cyclin A	16.58405244698865
Transport and synthesis of PAPS	9.879912608033415e-06
Glutathione synthesis and recycling	1.2185383689646874
Polymerase switching on the C-strand of the telomere	1.5195029486365634
Processive synthesis on the C-strand of the telomere	3.5097115625402764
Telomere C-strand (Lagging Strand) Synthesis	2.7945460461227025
Removal of the Flap Intermediate from the C-strand	3.3291688465288085
Membrane binding and targetting of GAG proteins	1.1221498995951993
Synthesis And Processing Of GAG, GAGPOL Polyproteins	1.07932032466881
Activation of C3 and C5	0.31999389638801395
Plasma lipoprotein assembly, remodeling, and clearance	0.7088816819065356
Assembly Of The HIV Virion	1.510374714048505
Integration of viral DNA into host genomic DNA	1.2606825585897647
Interactions of Vpr with host cellular proteins	0.9735197361922856
Activation of ATR in response to replication stress	2.0254418360764164
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	0.9290222698302105
Regulation of APC/C activators between G1/S and early anaphase	16.387835666575437
APC/C:Cdc20 mediated degradation of mitotic proteins	17.337068219245225
Phosphorylation of the APC/C	1.8316527232160489
Phosphorylation of Emi1	1.8677097036270398
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	17.89432215295462
Unwinding of DNA	2.8465460537275353
Conjugation of benzoate with glycine	9.273573253700772e-06
Interactions of Rev with host cellular proteins	0.7353550613481381
Retrograde neurotrophin signalling	1.5409002671044056
Autointegration results in viral DNA circles	1.2314862194317153
Signaling by EGFR	2.8781822660963803
Chondroitin sulfate/dermatan sulfate metabolism	0.6044607038358023
APC-Cdc20 mediated degradation of Nek2A	1.6708404879600474
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	16.61779726235302
GRB2 events in EGFR signaling	0.6583440561624058
SRP-dependent cotranslational protein targeting to membrane	19.56688957159788
DARPP-32 events	2.914543535596149
GAB1 signalosome	0.6993013415354927
SHC1 events in EGFR signaling	0.6613076882228146
Vpu mediated degradation of CD4	13.720647791030585
Vif-mediated degradation of APOBEC3G	13.995768918423716
APOBEC3G mediated resistance to HIV-1 infection	1.6925371044652977
Nuclear import of Rev protein	0.1739175876912018
Extension of Telomeres	4.251150880966952
Vpr-mediated nuclear import of PICs	0.16499760463067356
RIP-mediated NFkB activation via ZBP1	0.9790010293028135
Serotonin Neurotransmitter Release Cycle	0.16108759866631003
Norepinephrine Neurotransmitter Release Cycle	0.17665118175209535
Toll Like Receptor 2 (TLR2) Cascade	1.2978446248795097
Nef Mediated CD8 Down-regulation	1.3223262216320344
EGFR downregulation	2.6626958627646777
STING mediated induction of host immune responses	0.48195290362789545
Cytosolic sensors of pathogen-associated DNA	1.7756213626781925
Signaling by cytosolic FGFR1 fusion mutants	0.6434193433280203
Signaling by activated point mutants of FGFR1	0.019361640011687272
FGFR1 mutant receptor activation	0.34010161319668125
FGFR2 mutant receptor activation	0.07452237476569078
Organelle biogenesis and maintenance	2.8737349164208412
Synthesis of pyrophosphates in the cytosol	0.6399126688490273
Synthesis of IP2, IP, and Ins in the cytosol	0.5238578200306236
Synthesis of IPs in the nucleus	0.4893631570778345
Synthesis of IP3 and IP4 in the cytosol	0.12510059793096034
Regulation of beta-cell development	0.5469834327363414
Downstream signal transduction	4.5137325650908116
Signaling by PDGF	3.2958739173143337
Activation of TRKA receptors	0.21754213092203925
NGF-independant TRKA activation	0.3263092918707021
Signaling by NTRK1 (TRKA)	5.558546898289362
TRKA activation by NGF	9.272903731001369e-06
SCF(Skp2)-mediated degradation of p27/p21	15.610978452894734
Signalling to ERKs	1.867322166085007
Signalling to p38 via RIT and RIN	1.00601194971372
Digestion of dietary carbohydrate	6.9168219114376585e-06
Cellular hexose transport	0.24627030582833734
Metabolism of porphyrins	0.07557992536898586
Heme biosynthesis	0.15240011740645784
Heme degradation	0.3832648538112122
Signaling by FGFR	3.528457339049772
FGFR2 ligand binding and activation	0.27478250249823194
FGFR1 ligand binding and activation	0.20478599983117035
FGFR1b ligand binding and activation	0.22092146441411384
FGFR3b ligand binding and activation	9.541363253861746e-06
FGFR1c ligand binding and activation	0.053619361416944684
FGFR1c and Klotho ligand binding and activation	0.46961863650997104
FGFR2c ligand binding and activation	9.630371923081345e-06
FGFR2b ligand binding and activation	0.008100764637618113
Oligomerization of connexins into connexons	0.4802460270410266
Transport of connexins along the secretory pathway	0.4823752581532651
Gap junction trafficking	5.8471141545566
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	0.8719215736438952
Gap junction assembly	2.9019053101134147
Transport of connexons to the plasma membrane	1.4009026789701549
Gap junction degradation	3.281759666913287
Pre-NOTCH Processing in the Endoplasmic Reticulum	0.10347307036442382
Pre-NOTCH Transcription and Translation	2.9696780914424674
Pre-NOTCH Processing in Golgi	0.41247317795947336
Pre-NOTCH Expression and Processing	1.1682122400284327
Cholesterol biosynthesis	4.645409062200407
Regulation of gap junction activity	0.2595466975156773
snRNP Assembly	0.5398539765673727
Synthesis of bile acids and bile salts	0.5586057103046072
Digestion of dietary lipid	9.888610565772416e-06
Viral mRNA Translation	16.658085245190968
vRNP Assembly	0.0692593422633761
Androgen biosynthesis	0.47423555471718537
Estrogen biosynthesis	0.11671103365323904
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	0.2571700112857468
Axonal growth inhibition (RHOA activation)	1.0270070031783587
p75NTR signals via NF-kB	1.4608220095677742
NRAGE signals death through JNK	0.884559006346157
p75NTR negatively regulates cell cycle via SC1	0.7556772064847037
Ceramide signalling	0.8563511413709077
Regulated proteolysis of p75NTR	0.7198297589373569
p75NTR regulates axonogenesis	0.8870531023512518
p75 NTR receptor-mediated signalling	1.444132744540882
Synthesis of bile acids and bile salts via 24-hydroxycholesterol	0.1844818988488264
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	1.153164351693204
Glucocorticoid biosynthesis	7.232658339346226e-06
Bile acid and bile salt metabolism	0.6106212798226908
Signaling by VEGF	7.111560824434894
Neurophilin interactions with VEGF and VEGFR	1.5608403920910228
VEGF ligand-receptor interactions	0.3125853336396895
Signaling by Rho GTPases	15.063694305690749
Metabolism of non-coding RNA	0.5757959323520214
Rho GTPase cycle	3.232508104034115
Degradation of beta-catenin by the destruction complex	20.62794547084761
RHO GTPase Effectors	15.859622721407256
VEGF binds to VEGFR leading to receptor dimerization	0.3543426328631915
Signaling by WNT	24.269662678187817
Formation of annular gap junctions	2.795914591148973
Metabolism of steroid hormones	0.7730293890238045
Pregnenolone biosynthesis	1.0050296986216616
Beta-catenin phosphorylation cascade	2.5075778259225316
GRB2 events in ERBB2 signaling	1.2959089728840858
PI3K events in ERBB2 signaling	1.0441435272527602
Cobalamin (Cbl, vitamin B12) transport and metabolism	1.8171353386108378
Metabolism of folate and pterines	2.1060816390208053
Biotin transport and metabolism	0.06943935714850026
Coenzyme A biosynthesis	0.4551051803200895
Vitamin D (calciferol) metabolism	0.736033811704765
Nicotinate metabolism	0.34494579754713095
Vitamin B1 (thiamin) metabolism	0.04907573020182181
Vitamin C (ascorbate) metabolism	2.819861450382937
Vitamin B2 (riboflavin) metabolism	1.2307628746484192
Metabolism of water-soluble vitamins and cofactors	3.268769272554855
Metabolism of vitamins and cofactors	3.435977248901083
A tetrasaccharide linker sequence is required for GAG synthesis	0.22743604881939122
Nicotinamide salvaging	0.019971886580655386
Signaling by NOTCH1	3.7047868865027076
Signaling by NOTCH2	2.0091471541374784
PI3K/AKT activation	1.0869362042083324
AKT phosphorylates targets in the cytosol	0.9574731596954511
AKT phosphorylates targets in the nucleus	2.2100620424925306
Nuclear Events (kinase and transcription factor activation)	1.8110038115754385
Signalling to STAT3	0.017490418363004273
ERK/MAPK targets	1.4412134097152236
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	0.11630199031271324
PPARA activates gene expression	2.2832286984980605
Vitamin B5 (pantothenate) metabolism	1.8582666042899982
Negative regulation of the PI3K/AKT network	2.5826266375208755
CREB phosphorylation	1.7574721084373661
ER to Golgi Anterograde Transport	6.480545662221696
Membrane Trafficking	18.26019091199217
trans-Golgi Network Vesicle Budding	5.799787760345788
Carnitine metabolism	0.27742815041912394
Signaling by BMP	1.4476543841384988
TCF dependent signaling in response to WNT	20.713413683512034
WNT mediated activation of DVL	1.1620317405229104
Formation of the beta-catenin:TCF transactivating complex	7.393871683092711
G-protein activation	0.3504101354549472
Metabolism of nitric oxide: eNOS activation and regulation	0.8104564165793562
Assembly of collagen fibrils and other multimeric structures	1.9489092238873185
Metabolism of Angiotensinogen to Angiotensins	0.35768573786065483
Keratan sulfate biosynthesis	0.48134250914174276
Keratan sulfate degradation	0.761010378587903
Chondroitin sulfate biosynthesis	0.3149580014568241
HS-GAG biosynthesis	0.05955197434721445
TCR signaling	13.871725245087692
HS-GAG degradation	0.3579477877813607
CS/DS degradation	0.20171537791286887
Downstream TCR signaling	15.100173340300751
Phosphorylation of CD3 and TCR zeta chains	2.1005735899267544
Translocation of ZAP-70 to Immunological synapse	2.2443212903099594
Generation of second messenger molecules	1.7930597906648287
Calcineurin activates NFAT	1.8434838060202439
ERKs are inactivated	0.30592763635349773
Cell surface interactions at the vascular wall	4.623766771260443
Signaling by Hippo	1.3809845041762316
Fcgamma receptor (FCGR) dependent phagocytosis	1.271995790501654
FCGR activation	0.06572544181344335
Regulation of actin dynamics for phagocytic cup formation	1.0844782007519018
Role of phospholipids in phagocytosis	0.07837467255344964
YAP1- and WWTR1 (TAZ)-stimulated gene expression	0.5599828954358801
eNOS activation	1.2060715631751715
NOSTRIN mediated eNOS trafficking	8.363070507722066e-06
NOSIP mediated eNOS trafficking	8.015674213404067e-06
MicroRNA (miRNA) biogenesis	1.178672098304586
COPII-mediated vesicle transport	3.698320814017305
Regulation of pyruvate dehydrogenase (PDH) complex	1.1556321563517014
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	0.1011318953455568
Linoleic acid (LA) metabolism	0.45970382484884187
alpha-linolenic acid (ALA) metabolism	0.09496782974929482
Hypusine synthesis from eIF5A-lysine	0.966972447623982
Cell death signalling via NRAGE, NRIF and NADE	0.970725242946511
